Real,K-AGRUED,GRUED,LSTM,SVR,ARIMA
6628,6423.85,6912.55,6828.4,6926.73,6193.86
7037,6295.29,6652.02,6580.96,6513.29,5841.56
7353,6583.2,7047.55,6957.21,6920.95,5988.75
7069,6748.28,7345.02,7242.34,7363.3,6342.29
6399,6511.21,7084.46,6992.68,7215.43,6469.03
6380,6088.65,6437.64,6375.95,6433.42,6046.66
6344,6073.86,6421.02,6359.56,6425.5,6065.53
7044,6121.55,6387.28,6326.79,6212.46,5741.85
7078,6570.75,7072.57,6981.3,7050.93,6203.94
7242,6609.84,7107.4,7014.75,7057.91,6166.37
7125,6700.63,7264.18,7166,7287.69,6340.2
7064,6624.36,7156.67,7062.16,7173.15,6304.29
6855,6567.21,7100.99,7008.31,7160.06,6371.7
6370,6388.96,6902.13,6816.21,7036.13,6466.7
6100,6050.37,6424.91,6356.86,6511.77,6285.25
6353,5897.94,6153.52,6095.62,6114.17,6009.83
5951,6025.84,6410.09,6340.68,6534.13,6368.86
6598,5823.6,6003.46,5948.98,5868.97,5831.39
5827,6175.18,6656.53,6576.37,6877.44,6610.04
6308,5711.45,5877.79,5825.1,5786.23,5910.09
6705,6074.1,6367.71,6295.47,6297.57,6054.09
7573,6421.72,6764.35,6678.64,6583.43,5931.27
6659,6874.15,7589.84,7486.71,7876.67,6905.27
6541,6290.26,6719.6,6633.66,6787.88,6390.77
6437,6203.42,6602.44,6518.79,6665.62,6374.54
7018,6193.54,6498.31,6416.44,6388.35,6059.14
6676,6537.07,7070.55,6975.18,7211.73,6592.28
6995,6349.43,6736.02,6646.57,6700.7,6244.59
6785,6534.99,7047.78,6952.07,7159.08,6550.66
6485,6370.58,6842.49,6749.56,6968.32,6565.15
6712,6196.97,6543.95,6455.65,6525.26,6286.24
6551,6330.73,6768.92,6675.77,6857.88,6511.76
6706,6240.81,6607.98,6516.49,6609.97,6352.64
5998,6272.4,6760.77,6666.21,6986.58,6778.37
5966,5795.21,6047.03,5962.91,6069.43,6364.02
7286,5905.32,6013.13,5927.9,5694.39,5761.79
7320,6778.02,7317.82,7218.76,7397.32,6568.38
6676,6735.48,7348.23,7249.28,7600.93,6887.65
6836,6338.05,6722.98,6624.82,6727.85,6434.22
6907,6450.22,6878.62,6779.06,6916.54,6509.42
7237,6529.63,6945.86,6845.68,6923.93,6413.28
6513,6668.81,7261.45,7162.1,7530.21,6945.89
6654,6212.22,6551.9,6450.85,6544.48,6456.41
7334,6373.96,6689.55,6587.38,6556.47,6245.01
6945,6773.97,7345.5,7247.1,7539.43,6833.34
6677,6499.06,6969.71,6867.33,7095.83,6732.36
6552,6310.96,6703.67,6599.1,6768.25,6637.99
6056,6178.2,6576.56,6470.56,6721,6795.7
5742,5810.7,6076.28,5968.2,6136.31,6650.38
6545,5673.85,5757.11,5647.84,5518.71,6111.37
5751,6142.52,6559.47,6450.53,6770.2,6955.21
6053,5623.93,5757.81,5740.48,5652.52,5531.37
6212,5835.13,6059.5,6023.5,5970.57,5677.25
6777,5994.33,6219.22,6173.49,6022.53,5546.75
6715,6344.09,6770.46,6692.72,6699.75,5973.21
6790,6315.12,6715.21,6640.77,6620.5,5914.15
6939,6378.3,6790.83,6712.44,6679.75,5914.41
6198,6397.84,6936.28,6850.46,7046.23,6364.91
6621,5975.5,6220.08,6173.46,6085.2,5692.63
6453,6229.43,6638.84,6568.76,6633.92,6067.88
6626,6141.79,6477.79,6416.17,6401.17,5893.45
6599,6250.23,6650.07,6579.11,6620.44,6037.33
6465,6221.22,6626.74,6556.75,6630.13,6095.22
6582,6148.91,6497.98,6434.24,6448.87,5968.74
6745,6241.19,6615.69,6545.63,6555.1,5988.73
6484,6319.77,6777.39,6699.27,6822.01,6229.76
5828,6089.32,6524.18,6457.68,6680.28,6366.61
6597,5737.33,5866.78,5832.41,5693.52,5604.03
6405,6221.89,6640.16,6567.19,6685.05,6211.4
6264,6085.13,6452.05,6387.04,6492.42,6162.82
7291,6096.77,6312.71,6253.29,6067.33,5622.67
7027,6722.47,7312.31,7212.69,7377.55,6429.46
6902,6548.87,7065.73,6974.27,7104.13,6326.37
6684,6450.06,6947.61,6860.06,7014.57,6356.09
6480,6292.11,6736.77,6656.48,6805.04,6319.03
6716,6184.7,6536.11,6462.74,6498.07,6093.49
6758,6342.59,6770.91,6688.2,6783.86,6241.38
6498,6344.59,6813.26,6728.55,6904.87,6398.61
6238,6151.13,6557.08,6480.33,6649.59,6360.46
6272,5983.78,6296.48,6227.96,6315.7,6190.61
6263,6006.01,6331.36,6260.39,6362.45,6229.84
6263,6000.55,6322.66,6250.75,6352.21,6237.18
6165,5991.23,6322.92,6249.76,6377.6,6294.27
6267,5936.36,6223.72,6152.43,6227.41,6198.63
5886,5966.89,6327.11,6251.27,6453.37,6447.92
6335,5755.16,5939.02,5873.62,5851.79,6016.39
6720,6096.47,6395.45,6315.17,6332.09,6140.72
6729,6351.5,6779.5,6689.14,6823.33,6392.03
6479,6332.98,6787.93,6696.68,6897.9,6521.56
6140,6135.4,6538.71,6451.58,6661.32,6528.37
5740,5868.74,6195.68,6114.9,6320.84,6507.11
5929,5614.74,5786.65,5714.07,5753.04,6183.56
6230,5774.45,5978.92,5899.78,5919.59,6178.49
5813,5937.31,6283.95,6196.9,6413.27,6565.71
5507,5622.51,5858.35,5778.06,5943.49,6455.58
6350,5495.01,5545.02,5469.34,5334.45,5898.73
6159,6053.1,6400.85,6307.93,6475.57,6517.84
5546,5862.87,6206.19,6114.51,6374.89,6686.77
5795,5465.84,5581.14,5497.68,5510.68,6208.7
5899,5648.62,5832.89,5743.08,5802.28,6326.37
6374,5767.66,5936.83,5843.65,5814.68,6187.57
5838,6037.45,6415.11,6315.83,6569.17,6729.35
6311,5718.93,5870.93,5774.71,5741.13,6200.66
5941,6005.18,6346.94,6245.48,6451.01,6664.86
5890,5747.42,5970.85,5870.01,5970.84,6474.05
6221,5745.14,5916.83,5814.52,5815.84,6304.74
6323,5981.97,6248.28,6143.04,6220.69,6468.27
6069,6025.58,6347.79,6241.2,6413.66,6653.25
5552,5800.62,6089.38,5981.29,6200.95,6743.65
5922,5479.18,5566.26,5457.76,5429.59,6278.25
5824,5726.09,5935.34,5823.92,5927.4,6553.11
5740,5639.8,5830.21,5808.39,5815.21,5720.21
5400,5552.1,5749.13,5732.26,5810.05,5835.74
5287,5319.25,5412.2,5415.52,5450.38,5683.57
5630,5279.25,5300.89,5310.35,5238.95,5474.4
5733,5515.14,5645.5,5634.01,5617.36,5666.41
6087,5618.43,5750.71,5732.46,5655.63,5591.59
5896,5830.37,6107.02,6067.3,6127.89,5928.25
6006,5718.09,5918.52,5889.33,5880.64,5769.11
6155,5805.48,6031.09,5994.85,5980.4,5791.41
6081,5895.76,6182.51,6137.16,6183.04,5939.98
5971,5837.59,6110.91,6068.98,6128.35,5956.69
6023,5771.65,6002.57,5965.93,5988.85,5876.83
6393,5843.47,6057.01,6016.61,5964.36,5760.69
6085,6054.16,6429.3,6368.59,6493.56,6160.03
6325,5878.82,6123.49,6077.89,6066.71,5863.78
6117,6015.53,6366.23,6307.47,6415.57,6131.29
6304,5899.24,6159.53,6110.29,6120.48,5925.23
6137,6005.78,6349.28,6289.86,6395.65,6138.62
6772,5960.65,6183.16,6130.81,6036.6,5758.05
5894,6284.85,6815.73,6734.3,7036.72,6585.38
6505,5773.82,5939.5,5896.44,5809.8,5749.4
5995,6126.06,6556.79,6484.96,6696.9,6392.69
5964,5788.05,6044.7,5994.13,6075.57,6088
6017,5773.08,6014.19,5963.62,6025.82,6058.53
5883,5795.56,6069.14,6014.81,6127.64,6167.52
5866,5704.33,5933.28,5883.24,5965.24,6102.78
5458,5652.36,5916.61,5865.68,6046.88,6289.61
5528,5382.08,5499.02,5463.55,5517.38,6011.2
6084,5485.48,5571.22,5530.72,5465.38,5819.85
6349,5889.11,6140.68,6076.48,6102.34,6070.29
5984,6029.73,6409.44,6334.65,6531.21,6417.93
5857,5773.24,6039.27,5975.63,6098.63,6254.38
6106,5712.27,5909.48,5848.63,5873.83,6074.64
6006,5870.97,6163.73,6092.89,6217.01,6291.34
5900,5793.11,6061.67,5992.43,6114.57,6288.31
5901,5721.4,5953.11,5885.49,5976.98,6233.52
6195,5751.58,5953.78,5884.35,5903.26,6114.66
5719,5903.3,6252.91,6173.68,6400.4,6527.02
5588,5566.34,5766.5,5698.57,5816.63,6298.67
5821,5499.26,5631.81,5565.48,5587.61,6124.51
5652,5642.69,5869.49,5794.83,5926.91,6358.87
6323,5593.37,5695.84,5623.42,5538.11,5963.78
6107,6029.28,6377.95,6289.21,6461.14,6491.33
5542,5827.05,6157.92,6071.7,6317.69,6622.58
5717,5456.02,5580.69,5504.21,5537.54,6205.21
5597,5565.05,5757.93,5675.58,5789.14,6379.42
6269,5548.93,5634.35,5552.19,5462.09,6014.88
5604,5943.2,6315.66,6221.15,6501.24,6739.23
5508,5477.2,5638.65,5551.9,5652.57,6385.18
5351,5394.42,5539.71,5452.27,5563.78,6408.75
5378,5287.16,5379.52,5292.23,5352.21,6312.61
5640,5331.88,5405.26,5315.04,5316.05,6222.82
5635,5513.83,5668.21,5572.17,5647.81,6395.51
5671,5513.66,5661.14,5562.98,5627.11,6387.33
5580,5529.3,5695.39,5594.75,5691,6460.94
6081,5515.7,5601.38,5499.35,5442.87,6191.45
6624,5916.29,6104.39,5997.88,5954.71,6258.63
6214,6241.82,6644.77,6538.24,6771.56,6776.21
6212,5965.45,6232.11,6122.66,6221.43,6542.69
6495,5992.12,6226.82,6115.96,6141.73,6423.46
6375,6129.74,6488.05,6425.76,6430.48,5883.35
5793,5997.86,6375.41,6320.14,6448.12,6081.67
5212,5568.3,5804.15,5783.73,5925.57,5972.74
5601,5226.92,5226.19,5240,5159.82,5439.82
5985,5521.33,5616.45,5606.7,5520.39,5534.13
6412,5815.06,6002.8,5969.56,5871.44,5611.4
5848,6033.86,6428.36,6370.1,6522.79,6167.03
6020,5688.11,5870.34,5843.96,5820.13,5731.19
5633,5762.39,6045.11,6008.07,6127.58,6035.58
5338,5479.36,5657.57,5641.97,5744.98,5930.8
5163,5265.83,5360.86,5360.91,5441.48,5835.67
5275,5159.75,5185.39,5193.79,5209.16,5690.32
6067,5313.83,5299.5,5300.38,5146,5421.44
5633,5797.06,6103.36,6059.66,6212.8,6147.59
5852,5532.13,5665.48,5644.09,5635.57,5780.87
5393,5632.43,5889.6,5855.21,6020.26,6145.89
5240,5310.04,5423.69,5412.14,5502.63,5933.22
5015,5184.02,5269.03,5263.7,5375.49,5952.57
5292,5058.76,5041.9,5045.96,5037.25,5701.54
5493,5266.63,5323.73,5312.08,5320.73,5801.73
5794,5432.88,5529.85,5506.4,5492.14,5810.15
5861,5642.78,5838.64,5798.9,5849.01,5989.21
5946,5696.58,5908.11,5863.71,5913.04,6009.15
5535,5712.83,5995.85,5946.08,6123.82,6263.76
5250,5406.98,5576.18,5543.35,5683.15,6141.77
5636,5250.86,5285.18,5263.14,5233.91,5801.47
5161,5466.83,5681.01,5639.89,5832.03,6275.57
5296,5155.14,5195.43,5172.65,5207.64,5927.75
5110,5229.01,5333.6,5302.76,5419.43,6111.03
5028,5092.45,5144.32,5118.75,5209.02,6045.37
5516,5084.23,5061.44,5036.6,4984.77,5788.94
5268,5395.4,5559.74,5513.38,5651.36,6221.52
5218,5219.4,5306.02,5266.75,5351.16,6101.53
4846,5147.31,5255.11,5215.22,5379.75,6251.52
5266,4931.08,4879.05,4850,4816.34,5845.51
5043,5199.57,5304.04,5257.36,5385.44,6220.39
5243,5064.44,5077.51,5035.81,5055.95,6005.3
5098,5188.45,5280.3,5229.27,5337.33,6208.32
4888,5066.27,5132.93,5083.87,5206.24,6226.24
5361,4966.83,4921.49,4876.17,4827.16,5897.5
5234,5283.05,5399.36,5337.1,5442.26,6260.03
4648,5135.75,5269.7,5208.43,5425.32,6457.97
5064,4768.03,4683.65,4636.25,4603.04,5925.35
5444,5095.89,5096.96,5034.8,5007.04,6020.99
5087,5324.91,5480.89,5406.64,5569.73,6428.17
5010,5067.65,5118.92,5050.48,5135.86,6255.97
5153,5027.59,5041.16,4971.67,5000.89,6157.31
4764,5088.36,5183.66,5108.1,5270.77,6432.04
4727,4811.62,4796.53,4726.7,4800.78,6225.39
5039,4816.33,4759.94,4687.77,4674.5,6075.41
4914,5022.11,5066.9,4985.17,5078.53,6332.14
5364,4978.88,4942.22,4859.93,4808.78,6066.45
5059,5263.62,5389.6,5297.08,5438.55,6487.35
5386,5081.95,5083.5,4992.85,4970.92,6167.83
5332,5305.57,5408.27,5310.52,5387.84,6400.58
5098,5243.94,5352.34,5252.7,5372.79,6484.62
5013,5070.69,5117.99,5018.41,5097.28,6393.97
4999,5009.05,5032.84,4931.5,4991.73,6361.03
5132,5012.04,5017.67,4913.66,4936.49,6304.26
5000,5091.96,5146.51,5038.44,5126.87,6453.82
5080,5036.35,5014.08,5041.39,5037.32,5489.15
4804,5060.86,5093.48,5115.92,5200.38,5680.63
4595,4857.68,4823.05,4860.1,4945.94,5621.39
4293,4688.83,4620.39,4667.43,4792.78,5647.9
4530,4512.66,4332.54,4392.71,4409.02,5379.85
4550,4669.43,4557.46,4605.97,4659.88,5526.84
4914,4717.94,4576.6,4623.14,4591.73,5391.58
4871,4954.7,4933.29,4960.21,5012.64,5649.62
4645,4902.8,4891.24,4919.26,5021.83,5741.36
4513,4737.93,4669.11,4707.32,4799.85,5678.76
4692,4666.71,4540.73,4583.83,4608.07,5534.83
4780,4794.23,4715.75,4748.67,4787.26,5619.89
5370,4911.47,4803.05,4829.97,4740.72,5424.6
4986,5269.35,5396.89,5391.18,5532.06,5984.85
4833,4995.24,5009.83,5022.88,5115.73,5826.49
5400,4948,4857.31,4876.27,4795.56,5492.07
4969,5287.66,5430.81,5418.9,5578.86,6059.66
4838,4982.65,4994.84,5003.18,5096,5861.33
4444,4853.73,4864.01,4876.69,5040.06,5972.75
4693,4610.56,4475.43,4503.98,4523.54,5635.48
4970,4806.25,4720.55,4735.56,4737.78,5677.69
4514,4948.78,4998.45,4998.28,5177.38,6069.94
4728,4658.45,4544.88,4562.93,4589.11,5708.1
4713,4802.05,4756.81,4762.93,4838.92,5860.79
4549,4774.62,4742.36,4746.57,4860.72,5940.49
3878,4594.48,4580.56,4589.11,4835.81,6157.21
4518,4202.85,3942.88,3975.12,3935.49,5486.66
4301,4613.74,4551.03,4555.23,4689.73,5977.85
4699,4504.2,4340.76,4350.66,4341.22,5682.9
4619,4768.19,4730.69,4721.8,4816.3,5974.61
4345,4684.92,4651.81,4643.18,4788.25,6063.56
4199,4481.15,4384.67,4383.51,4506.83,5978.09
4254,4385.75,4245.52,4246.6,4326.94,5880.78
4177,4414.58,4298.47,4294.21,4403.96,5962.5
4373,4380.46,4225.93,4221.12,4266.38,5842.91
4689,4545.54,4413.76,4398.56,4403.24,5831.73
4462,4740.48,4723.12,4693.58,4823.47,6139.11
4322,4568.48,4500.82,4475.87,4589.93,6078.5
4335,4472.25,4366.32,4342.74,4423.75,6002.69
4614,4508.22,4379.29,4351.83,4365.13,5898.79
4574,4696.76,4650.06,4610.22,4693,6098.27
4733,4684.13,4611.12,4569.23,4602.69,6016.12
4765,4797.38,4767.28,4717.38,4778.59,6111.4
5025,4845.09,4798.8,4744.8,4747.93,6027.1
5189,5042.66,5057.31,4993.28,5018.67,6124.75
4365,5074.48,5221.58,5150.7,5424.05,6608.66
4374,4499.25,4410.96,4358.11,4433.2,6119.48
5161,4583.45,4419.83,4363.22,4242.82,5783.87
4537,5070.84,5190.76,5112.26,5333.02,6551.38
4375,4617.02,4575.84,4508.13,4617.88,6260.52
4998,4565.7,4421.52,4354.36,4273.25,5896.83
4718,4973.25,5025.24,4941.38,5072.59,6407.74
4518,4756.2,4749.79,4668.23,4781.19,6341.96
4573,4621.02,4557.15,4476.41,4530.34,6210.7
4727,4674.32,4609.3,4524.12,4551.06,6186.35
5274,4836.47,4756.6,4665.38,4589.68,6043.69
5065,5199.55,5292.61,5191.05,5302.83,6475.87
4712,5016.93,5083.93,4981.98,5126.96,6521.14
4575,4754.46,4739.76,4639.42,4733.62,6385.02
4936,4693.85,4608.73,4507.28,4480.59,6153.76
4854,4971.75,4951.37,4982.23,5022.2,5551.28
5217,4953.54,4871.59,4906.51,4843.3,5354.88
5290,5199.3,5230.07,5244.16,5239.08,5565.57
5376,5255.83,5303.89,5313.17,5305.91,5590.61
4868,5261.68,5391.12,5394.72,5537.04,5891.46
5153,4953.62,4886.81,4918.21,4885.54,5460.61
4939,5120.94,5170.45,5185.28,5268.18,5751.79
5058,4990.06,4958.09,4983.67,4994.5,5580.99
4610,5024.09,5077.32,5095.31,5245.9,5873.67
4674,4730.68,4634.93,4674.86,4720.38,5585.1
4668,4771.88,4697.75,4733.1,4794.37,5643.02
4776,4777.75,4692.15,4726.26,4761.05,5607.04
4559,4827.68,4799.08,4826.21,4938.88,5787.09
4853,4710.4,4585.91,4621.85,4618.79,5538.45
4350,4857.19,4876.69,4896.5,5081.03,5960.97
4479,4530.49,4383.73,4425.28,4477.88,5613.11
4789,4647.03,4508.63,4542.36,4542.79,5566.56
4780,4854.79,4814.53,4831.67,4899.16,5775.53
4710,4840.94,4806.09,4821.54,4905.72,5817.17
4828,4804.43,4736.94,4753.48,4794.03,5736.54
5151,4916.26,4855.13,4863.89,4850.4,5679.51
4991,5119.96,5181.79,5173.03,5275.86,5969
4885,4999.69,5020.26,5016.84,5109.11,5931.4
4732,4911.34,4913.96,4913.05,5019.73,5949.35
4430,4775.72,4761.29,4764.67,4912.77,6005.73
4851,4610.54,4464.14,4477.65,4456.43,5647.32
5087,4921.64,4881.3,4874.32,4886.05,5813.51
5069,5081.56,5120.17,5100.55,5173.85,5983.45
5008,5062.63,5102.31,5080.96,5165.57,6014.23
4810,5000.32,5040.86,5019.45,5138.93,6079.75
5326,4914.71,4841.84,4825.67,4768.91,5739.27
5388,5276.69,5365.13,5326.07,5382.89,6047.5
5174,5297.79,5428.7,5384.93,5512.23,6196.8
4857,5117.97,5210.3,5172.02,5322.38,6219.05
4771,4889.21,4890.07,4860.62,4953.35,6075.04
5322,4884.04,4804.33,4774.99,4709.29,5788.27
4999,5233.66,5361.03,5309.95,5464,6288.72
5120,5021.07,5033.07,4990.02,5029.55,6047.11
4578,5050.57,5155.2,5105.44,5310.99,6379.36
5025,4717.57,4614.58,4579.16,4541.69,5859.86
4642,4989.89,5058.82,5006.36,5170.76,6318.62
4546,4712.73,4677.68,4633.71,4729.24,6141.37
4443,4634.93,4584.03,4539.67,4638.8,6143.26
5294,4647.7,4484.62,4439.95,4303.33,5711.96
5259,5237.59,5328.55,5257.83,5336.53,6258.3
5162,5203.09,5292.27,5219.76,5312.59,6292.95
4975,5116.19,5193.57,5120.57,5233.59,6330.16
4989,4986.18,5005.61,4933.99,4994.67,6222.45
5175,5014.1,5018.85,4943.97,4960.93,6159.77
5286,5155.12,5203.77,5122.25,5158.66,6235.04
4942,5198.07,5314.06,5227.86,5379.11,6469.3
4572,4919.34,4969.84,4887.03,5040.77,6439.71
4951,4697.21,4608.97,4530.42,4502.15,6060.15
4911,4958.57,4976.82,4887.92,4957.67,6316.73
4704,4909.27,4936.5,4845.29,4956.27,6397.87
4776,4770.52,4734.42,4643.6,4687.13,6254.14
4948,4837.77,4803.13,4708,4724.6,6231.43
5175,4980.92,4969.21,4868.67,4868.9,6243.16
5241,5146.75,5190.73,5084.93,5124.94,6359.85
4539,5122.5,5254.07,5145.12,5376.95,6726.01
5294,4755.52,4567.69,4619.01,4476.62,5113.41
5418,5262.8,5305.36,5315.41,5290.66,5539.35
5120,5314.36,5430.14,5432.4,5512.93,5770.28
4891,5095.21,5134.75,5153.84,5231.83,5701.27
4592,4913.42,4909,4940.04,5049.38,5710.29
4482,4703.62,4617.27,4662.78,4744.97,5594.55
4402,4621.72,4511.13,4560.89,4645.18,5581.39
4984,4625.74,4434.29,4486.61,4412.97,5288.47
4899,5003.61,5003.49,5025.5,5088.08,5697.29
4739,4930.25,4919.57,4944.84,5032.04,5733
5274,4875.97,4761.68,4793.79,4716.53,5410.04
4720,5178.62,5297.38,5299.7,5479.13,6010.6
5039,4838.06,4743.71,4773.62,4754.78,5536.69
5015,5049.66,5062.33,5074.32,5131.5,5761.7
5640,5095.51,5038.97,5050.53,4948.1,5481.51
4967,5448.54,5674.02,5650.91,5868.39,6199.54
4901,4988.13,4992.15,5002.53,5077.6,5815.92
5178,4970.53,4926.52,4938.22,4930.77,5665.89
5489,5189.13,5206.92,5202.88,5183.16,5715.61
4826,5333.37,5524.78,5503.27,5727.93,6227.87
4820,4881.8,4853.12,4861.98,4930.8,5827.22
5033,4898.33,4847.66,4854.49,4869.6,5743.06
4739,5013.79,5062.74,5057.37,5196.07,6023.41
4696,4807.87,4767.77,4773.4,4856.08,5875.21
4792,4787.28,4725.45,4730.4,4780.05,5820.69
4969,4870.01,4821.69,4819.86,4847.13,5815.19
5458,5039.82,5000.17,4988.11,4934.9,5719.89
5252,5354.48,5499.02,5463.55,5586.38,6135.4
4902,5177.97,5288.64,5259.64,5416.95,6176.87
5071,4953.31,4933.85,4916.76,4945.36,5896.4
4934,5055.71,5105.03,5078.48,5182.83,6077.66
5176,4984.76,4966.75,4942.92,4953.22,5897.84
5223,5156.33,5212.21,5176.43,5235.64,6041.62
5070,5173.17,5260.21,5220.13,5329.96,6153.85
5197,5079.51,5104.78,5067.63,5106.39,6015.15
5334,5180.85,5233.75,5189.46,5226.61,6046.37
5379,5279.98,5373.28,5321.81,5384.08,6125.22
5144,5287.38,5418.99,5363.59,5496.79,6272.45
4714,5080.87,5179.52,5128.99,5306.78,6333.03
4887,4798.29,4748.4,4708.6,4736.58,6004.48
5053,4934.77,4920.4,4872.11,4899.36,6048.95
5571,5101.84,5086.72,5030.57,4969.36,5931.01
5253,5430.17,5612.21,5539.61,5698.17,6407.32
5191,5202.55,5287.75,5220.68,5305.88,6251.02
5102,5149.99,5224.34,5156.14,5246.43,6265.62
5029,5080.05,5133.99,5065.18,5149.7,6256.6
5116,5037.19,5060.15,4990.21,5033.51,6185.53
5116,5097.66,5146.52,5071.76,5136.75,6251.08
5124,5098.01,5145.64,5068.07,5130.3,6259.84
4714,5062.18,5152.69,5072.15,5238.19,6461.46
5157,4818.44,4746.86,4671.78,4625.33,6027.12
4666,5079.64,5183.46,5096.78,5281.8,6527.17
5129,4780.84,4699.44,4618.92,4567.22,6035.99
5145,5107.02,5153,5061.26,5117.56,6318.39
5444,5147.71,5167.52,5072.81,5057.67,6205.13
5605,5373.09,5464.58,5363.79,5387.9,6323.81
4978,5422.49,5624.29,5519.87,5745.16,6713.59
5573,5041.83,4998.55,4897.63,4805.71,6081.9
5063,5407.95,5587.32,5478.72,5671.24,6677.34
4450,4988.42,5078.75,4971.3,5179.84,6660.39
5048,4672.77,4483.24,4538.73,4442.86,5171.75
5023,5061.72,5061.93,5086.17,5109.44,5562.1
4588,5001.32,5037.97,5063.12,5193.59,5759.63
5245,4779.41,4613.65,4661.03,4547.12,5215.31
5144,5202.83,5260.19,5271.44,5316.17,5683.65
4845,5105.87,5160.49,5176.73,5277.99,5771.4
4299,4852.25,4864.58,4896.24,5075.11,5847.59
4457,4504.98,4336.46,4393.34,4433.71,5465.11
4661,4628.66,4486.76,4535.31,4553.85,5482.76
4960,4793.31,4684.76,4722.18,4706.08,5487.33
5284,5024.99,4980.95,5001.65,4967.77,5542.21
5028,5216.12,5307.48,5309.25,5413.99,5878.38
4909,5032.11,5050.5,5064.65,5143.76,5786.26
5391,4999.69,4932,4950.71,4885.33,5511.21
5786,5363.4,5419.39,5411.08,5359.64,5654.42
5630,5612.26,5822.55,5791.66,5880.5,5996.15
4889,5434.26,5665.19,5641.19,5878.52,6243.9
4702,4914.79,4914.49,4926.77,5035.66,5872.63
4979,4814.91,4728.53,4747.66,4747.84,5648.09
