Real,K-AGRUED,GRUED,LSTM,SVR,ARIMA
5900,6000.43,6014.05,6045.5,6029.03,6074.87
5901,5919.65,5922.04,5947.9,5922.55,6024.91
6195,5993.81,5967.02,5977.9,5892.63,5953.47
5719,6098.5,6151,6199.52,6229.45,6214.14
5588,5702.87,5717.6,5748.65,5767.12,6020.71
5821,5661.11,5638.69,5650.73,5609.14,5901.15
5652,5796.55,5815.73,5847.74,5858.42,6056.18
6323,5835.42,5769.39,5758.55,5618.12,5809.37
6107,6290.73,6319.07,6350.85,6306.19,6178.02
5542,5985.89,6047.13,6096.33,6146.87,6219.47
5717,5600.42,5582.67,5594.32,5557.06,5912.65
5597,5703.28,5716.28,5741.84,5743.03,6025.49
6269,5780.31,5712.78,5697.82,5550.05,5802.4
5604,6122.11,6195.16,6244.49,6288.13,6276.26
5508,5595.55,5604.25,5625.59,5624.72,5997.26
5351,5484.02,5497.42,5520.84,5537.86,5992.94
5378,5373.09,5365.9,5379.37,5369.67,5914.77
5640,5459.24,5428.25,5428.74,5366.02,5862.46
5635,5654.92,5653.32,5664.89,5629.25,5982.93
5671,5660.32,5654.06,5662.13,5615.2,5971.6
5580,5664.72,5671.16,5683.85,5655.52,6010.18
6081,5722.06,5667.39,5649.34,5506.64,5844.19
6624,6232.38,6180.87,6156.35,5956.19,5927.14
6214,6531.37,6583.33,6601.69,6532.16,6258.72
6212,6227.53,6232.06,6230.1,6119.67,6083.46
6495,6296.32,6271.98,6253.64,6083.31,6009.67
6375,6459.7,6479.04,6476.75,6332.98,6076.85
5793,6229.2,6291.36,6317.17,6288.86,6164.4
5212,5656.02,5707.42,5744.93,5806.52,6002.96
5601,5319.63,5271.93,5263.67,5209.76,5598.06
5985,5706.99,5660.93,5653.3,5556.16,5719.43
6412,6101.83,6055.63,6043.72,5888.29,5825.5
5848,6278.25,6338.57,6370.33,6351.73,6199.13
6020,5902.9,5881.07,5885.31,5807.5,5862.29
5633,5935.98,5972.18,6003.9,6016.23,6056.37
5338,5571.4,5595.46,5625.61,5677.01,5929.91
5163,5304.76,5317.01,5341.07,5408.96,5822.19
5275,5200.61,5185.44,5194.35,5227.95,5706.94
6067,5483.14,5399.84,5376.25,5263.16,5574.76
5633,5975.14,6017.52,6056.33,6084.32,6106.82
5852,5701.43,5675.97,5684.13,5644.7,5829.34
5393,5753.51,5797.11,5839.94,5908.01,6063.95
5240,5366.04,5378.5,5405.32,5474.3,5866.55
5015,5193.46,5214.07,5243.63,5346.48,5847.68
5292,5092.34,5064.72,5066.91,5095.05,5665.65
5493,5352.46,5330.89,5340.66,5354.27,5765.87
5794,5581.07,5549.32,5556.26,5526.43,5800.08
5861,5828.03,5820.46,5840.87,5819.45,5942.94
5946,5900.64,5891.83,5911.9,5878.46,5959.78
5535,5862.96,5904.44,5949.76,6004.39,6109.29
5250,5477.45,5505.36,5543.56,5627.36,5974.81
5636,5356.24,5317.77,5320.27,5303.08,5736.44
5161,5532.65,5580.11,5629.01,5738.16,6055.91
5296,5203.61,5190.84,5205.49,5247,5784.41
5110,5259.9,5278.87,5311.24,5401.7,5903.63
5028,5098.06,5107.28,5132.69,5220.95,5833.7
5516,5158.17,5110.72,5106.89,5087.95,5674.18
5268,5467.64,5493.02,5530.56,5605.81,5985.07
5218,5265.86,5271.41,5297.21,5358.94,5876.9
4846,5134.96,5172.71,5214.2,5343.9,5948.27
5266,4960.02,4919.5,4917.74,4921.45,5660.94
5043,5220.96,5243.59,5277.93,5369.37,5929.13
5243,5102.5,5082.72,5094.06,5120.07,5771.97
5098,5217.61,5232.09,5262.07,5336.01,5909.78
4888,5055.77,5076.36,5108.44,5206.57,5894.02
5361,5017.13,4969.1,4965.44,4942.03,5675.86
5234,5341.71,5354.06,5382.83,5434.46,5940.49
4648,5099.28,5156.77,5207.53,5360.38,6027.94
5064,4767.93,4724.01,4721.69,4717.12,5642.69
5444,5171.25,5130.66,5131.66,5099.97,5751.8
5087,5368.63,5403.37,5441.5,5520.22,6023.95
5010,5080.98,5085.07,5108.03,5159.01,5875.77
5153,5059.94,5040.98,5052.34,5061.66,5805.58
4764,5069.89,5104.37,5141.7,5242.54,5972.28
4727,4773.78,4770,4789.58,4843.83,5800.17
5039,4825.86,4786.01,4787.84,4770.13,5707.16
4914,5024.55,5029.56,5051.61,5096.38,5886.49
5364,5045.77,4991.34,4984.4,4918.3,5717.63
5059,5303.95,5328.86,5356.54,5404.48,6001.99
5386,5159.79,5117.15,5113.75,5053.6,5782
5332,5389.58,5388.29,5400.65,5388.59,5944.67
5098,5291.44,5306.62,5326.91,5350.75,5979.27
5013,5097.97,5094.06,5107.49,5113.2,5896.03
4999,5033.21,5019.94,5029.46,5021.32,5862.21
5132,5057.38,5028.04,5029.11,4987.31,5823.58
5000,5122.61,5120.66,5131.86,5130.11,5916.28
5080,5032.78,5014.96,5020.67,5038.1,5591.01
4804,5022.58,5040.58,5064.53,5149.49,5711.03
4595,4766.4,4781.26,4800.25,4904.72,5621.32
4293,4537.76,4566.33,4587.65,4733.99,5591.73
4530,4379.66,4362.53,4352.28,4417.99,5378.4
4550,4553.3,4552.58,4556.71,4652.17,5507.59
4914,4658,4623.15,4610.34,4639.05,5434.68
4871,4914.15,4914.55,4927.06,5007.09,5648.01
4645,4825.32,4845.18,4866.61,4990.75,5688.34
4513,4625.06,4639.74,4653.49,4782.88,5607.22
4692,4572.9,4559.71,4555.85,4636.76,5499.01
4780,4725.33,4718.2,4722.17,4808.52,5579.27
5370,4937.46,4879.17,4859.74,4839.82,5485.31
4986,5284.9,5319.32,5355.8,5468.6,5901.35
4833,4956.42,4970.65,4992.15,5104.19,5741.75
5400,4983.42,4927.9,4911.58,4896.51,5525.01
4969,5303.62,5343.86,5384.63,5508.35,5937.98
4838,4944.35,4957.67,4979.16,5092.69,5749.28
4444,4747.49,4788.94,4822.01,5001.99,5784.59
4693,4519.17,4503.06,4497.19,4582.51,5521.39
4970,4770.8,4747.57,4745.49,4805.53,5588.57
4514,4863.64,4910.49,4950,5130.98,5852.85
4728,4578.42,4564.53,4563.19,4650.49,5567.13
4713,4732.23,4737.96,4752.43,4867.77,5687.79
4549,4680.08,4700.92,4723.03,4869.03,5726.34
3878,4391.49,4465.26,4510.3,4770.31,5814.57
4518,4077.37,4033.93,4000.39,4036.55,5314.62
4301,4474.8,4503.24,4526.03,4695.47,5703.5
4699,4417.82,4387.93,4376.59,4436.31,5497.95
4619,4687.71,4699.72,4719.52,4844.78,5726.71
4345,4560.44,4592.44,4621.13,4789.86,5759.18
4199,4325.36,4347.67,4366.1,4526.26,5661.21
4254,4235.89,4239.77,4246.37,4372.54,5578.52
4177,4256.06,4271.57,4286.32,4433.33,5630.72
4373,4251.43,4240.04,4240.64,4334.51,5547.92
4689,4470.08,4443.29,4441.29,4497.29,5572.3
4462,4643.53,4667.73,4697.01,4837.52,5791.39
4322,4443.66,4460.14,4482.94,4618.67,5717.44
4335,4347.44,4349.09,4363.19,4473.34,5648.91
4614,4427.31,4401.33,4402.76,4455.5,5589.96
4574,4619.08,4622.41,4642.46,4738.48,5741.53
4733,4630.52,4613.32,4623.31,4678.6,5685.81
4765,4755.38,4749.75,4767.05,4833.53,5758.8
5025,4844.64,4815.46,4821.42,4836.42,5712.43
5189,5078.89,5059.19,5070.48,5081.72,5799.22
4365,4996.12,5075.47,5135.92,5327.9,6085.44
4374,4396.25,4389.64,4407.27,4483.8,5691.98
5161,4600.67,4515.02,4493.95,4409.79,5503.02
4537,5019.67,5077.07,5125.38,5268.83,6034.42
4375,4522.76,4529.63,4555.76,4643.6,5783.42
4998,4564.9,4491.72,4479.17,4413.03,5554.02
4718,4946.08,4965.36,4994.51,5068.83,5918.08
4518,4692.55,4700.54,4726.61,4797.63,5840.07
4573,4564.31,4544.28,4558.73,4583.97,5735.71
4727,4643.45,4612.49,4621.07,4618.57,5725.07
5274,4891.96,4821.64,4808.34,4714.25,5661.14
5065,5240.82,5251.81,5269.85,5288.49,5961.93
4712,4999.5,5020.86,5046.74,5103.26,5957.27
4575,4710.82,4704.68,4723.29,4750.54,5834.1
4936,4705.34,4646.34,4641.45,4569.48,5683.82
4854,4929.17,4928.1,4941.64,4998.08,5612.77
5217,4959.16,4915.34,4906.14,4886.69,5485.26
5290,5245.67,5228.9,5236.06,5240.42,5671.28
5376,5321.62,5304.04,5311.1,5308.63,5696.56
4868,5259.06,5301.44,5338.8,5448.81,5877.12
5153,4951.41,4918.26,4913.43,4925.38,5538.55
4939,5109.72,5124.47,5147.3,5232.41,5752.76
5058,4979.48,4963.39,4968.08,5013.15,5614.7
4610,4955.99,4996.01,5030.59,5179.65,5797.49
4674,4639.69,4635.45,4638.84,4732.04,5548.27
4668,4684.57,4686.65,4694.78,4799.09,5590.88
4776,4706.66,4697.96,4700.54,4785.02,5567.48
4559,4731.75,4754.21,4775.08,4916.93,5685.93
4853,4645.04,4620.7,4612.62,4673.34,5503.65
4350,4736.11,4786.93,4824.02,5019.47,5791.92
4479,4399.18,4396.59,4393.25,4505.99,5499.85
4789,4569.48,4546.09,4536.66,4604.92,5496.92
4780,4795.15,4798.49,4811.08,4917.79,5668.89
4710,4770.74,4780.57,4796.48,4917.09,5687.58
4828,4748.06,4740.32,4746.05,4836.01,5627.17
5151,4916.47,4886.79,4884.71,4923.37,5613.98
4991,5119.74,5135.56,5162.71,5265.56,5827.89
4885,4972.15,4984,5006.73,5115.74,5776.22
4732,4854.15,4871.85,4895.77,5024.44,5764.55
4430,4664.43,4698.83,4728.16,4900.13,5765.93
4851,4548.08,4514.59,4502.82,4553.17,5509.82
5087,4917.47,4896.72,4901.87,4954.33,5673.23
5069,5090.74,5093.63,5115.06,5194.8,5803.36
5008,5061.93,5069.25,5092.88,5182.12,5813.71
4810,4966.45,4987.78,5017.77,5139.26,5836.39
5326,4947.11,4898.29,4890.26,4885.5,5611.09
5388,5352.46,5346.77,5367.41,5401.94,5860.07
5174,5346.34,5368.25,5403.23,5484.92,5947.81
4857,5104.32,5136.62,5174.97,5298.08,5923.56
4771,4844.48,4854.5,4878.16,4982.15,5790.2
5322,4918.65,4865.05,4856.1,4837.34,5613.35
4999,5252.68,5285.24,5324.83,5428.61,5970.57
5120,5039,5026.87,5041.76,5085.02,5784.24
4578,4994.85,5048.66,5097.48,5260.02,5982.3
5025,4704.87,4660.41,4655.62,4660.03,5607.3
4642,4940.16,4977.24,5017.14,5150.71,5925.61
4546,4633.26,4641.34,4664.51,4766.37,5765.83
4443,4538.6,4546.85,4569.93,4675.65,5748.23
5294,4678.24,4590.5,4565.56,4482.58,5488.92
5259,5298.25,5299.8,5321.59,5349.87,5909.93
5162,5247.98,5255.07,5279.25,5319.82,5919.33
4975,5128.85,5143.79,5171.72,5235.06,5922.01
4989,4993.65,4986.68,5003.95,5037.81,5832.14
5175,5051.26,5026.41,5034.47,5028.9,5794.27
5286,5217.95,5201.29,5211.99,5203.49,5855.2
4942,5215.41,5244.65,5276.86,5346.68,5993.84
4572,4868.34,4896.14,4930.06,5026.13,5928.62
4951,4695.82,4645.01,4643.17,4606.16,5663.87
4911,4961.63,4954.54,4970.24,4990.55,5851.26
4704,4881.66,4889.8,4913.25,4964.66,5886.16
4776,4750.91,4727.88,4738.58,4740.68,5775.12
4948,4847.14,4813.54,4817.62,4790.71,5766.69
5175,5029.81,4991.56,4989.79,4937.25,5789.02
5241,5213.42,5193.46,5195.76,5156.68,5874.65
4539,5087.33,5144.2,5182.56,5288,6079.59
5294,4750.33,4671.77,4640.32,4565.71,5288.22
5418,5335,5312.37,5316.63,5297.18,5673.76
5120,5353.1,5373.44,5399.13,5453.54,5822.83
4891,5073.58,5088.08,5110.38,5190.52,5725.73
4592,4828.62,4852.87,4877.3,4999.85,5683.94
4482,4581.25,4592.21,4603.74,4720.06,5557.84
4402,4480.81,4491.88,4500.21,4623.18,5526.28
4984,4567.94,4515.41,4489.26,4489.34,5345.39
4899,4972.93,4977.36,4993.04,5077.42,5685.5
4739,4869.25,4882.74,4901.51,5012.59,5686.69
5274,4883.96,4830.82,4812.91,4803.14,5474.1
4720,5145.65,5196.49,5239.64,5393.56,5904.92
5039,4810.3,4780.07,4773.23,4813.07,5536.11
5015,5041.94,5042.31,5057.6,5136.42,5718.28
5640,5179.96,5116.09,5099.07,5052.48,5555.39
4967,5485.75,5549.86,5603.32,5743.18,6059.42
4901,4958.76,4965.27,4983.03,5082.61,5726.66
5178,4978.31,4951.59,4951.67,4990.43,5628.44
5489,5264.86,5232.56,5235.13,5238.88,5701.99
4826,5335.94,5400.28,5454.9,5617.53,6035.34
4820,4832.22,4835.47,4849.81,4954.46,5695.68
5033,4880.88,4862.46,4866.2,4927.85,5644.83
4739,4967.35,4997.64,5030.36,5172.71,5834.55
4696,4736.15,4744.54,4760.6,4880.58,5697.75
4792,4728.23,4723.29,4732.11,4827.56,5656.78
4969,4843.85,4829.63,4836.42,4906.73,5667.37
5458,5098.81,5051.74,5045.95,5036.75,5641.14
5252,5419.13,5439.76,5474.31,5551,5946.53
4902,5174.37,5209.85,5249.98,5378.03,5933.3
5071,4951.98,4937.3,4947.56,5005.55,5717.21
4934,5045.15,5060,5087.93,5189.81,5841.45
5176,5002.58,4980.12,4987.67,5025.17,5715.7
5223,5197.19,5193.18,5213.29,5265.05,5829.59
5070,5194.76,5210.6,5241.19,5326.58,5894.76
5197,5110.83,5098.79,5114,5156.47,5790.12
5334,5241.35,5227.96,5243.78,5270.07,5822.26
5379,5356.81,5352.59,5373.85,5402.81,5881.47
5144,5332.43,5356.18,5391.49,5469.78,5964.85
4714,5046.95,5089.58,5132.97,5270.91,5960.06
4887,4769.87,4752.23,4762.26,4812.06,5708.84
5053,4939.9,4922.05,4933.66,4968.68,5755.54
5571,5193.83,5140.4,5135.15,5083.15,5709.7
5253,5506.29,5538.48,5576.29,5639.9,6039.76
5191,5250,5254.42,5278.08,5318.53,5905.54
5102,5181.44,5187.81,5212.11,5260.25,5900.21
5029,5096.94,5100.71,5123.49,5172.46,5878.15
5116,5064.82,5051.56,5065.73,5084.81,5823.84
5116,5130.26,5125.57,5143.47,5169.45,5866.88
5124,5132.85,5126.7,5143.48,5164.04,5866.61
4714,5036.94,5071.95,5108.82,5208.44,5974.46
5157,4847.03,4792.95,4787.87,4740.12,5673.95
4666,5050.8,5092.72,5131.71,5236.91,6004.52
5129,4807.77,4749.11,4742.4,4683.68,5663.15
5145,5151.25,5140.5,5152.2,5149.43,5874.24
5444,5238.62,5198.87,5195.16,5130.23,5807.77
5605,5501.55,5478.85,5478.63,5414.92,5902.63
4978,5465.26,5523.14,5559.66,5636.57,6130.68
5573,5151.17,5076.52,5055.99,4928.12,5703
5063,5463.31,5507.57,5534.89,5582.82,6094.39
4450,4934.68,4979.73,5015.88,5114.43,6023.25
5048,4625.12,4564.3,4539.72,4503.48,5301.91
5023,5053.64,5046.75,5058.03,5096.25,5638.91
4588,4926.07,4961.12,4992.98,5120.51,5741.59
5245,4770.69,4703.5,4676.79,4631.91,5349.97
5144,5229.98,5231.81,5248.58,5292.94,5737.28
4845,5079.64,5102.32,5128.94,5228.41,5764.47
4299,4720.43,4771.38,4808.03,4992.12,5746.84
4457,4362.68,4355.3,4348.51,4440.7,5422.28
4661,4525.97,4510.48,4504.19,4578.89,5462.73
4960,4748.55,4719.83,4712.28,4754.06,5504.03
5284,5050.67,5015.58,5011.26,5022.01,5589.77
5028,5230.21,5251.21,5279.53,5372.66,5833.26
4909,5007.37,5016.88,5036.35,5133.3,5732.71
5391,5038.46,4989.64,4977.9,4969.02,5555.15
5786,5500.91,5457.79,5456.05,5412.4,5718.12
5630,5762.6,5775.54,5803.3,5819.97,5970.2
4889,5458.86,5530.08,5587.57,5743.99,6078.69
4702,4850.32,4870.15,4893.24,5025.99,5741.11
4979,4780.08,4756.36,4753.57,4811.82,5579.3
