Real,K-AGRUED,GRUED,LSTM,ARIMA
17,23.2627,23.9957,28.4987,24.6679
19,21.1974,22.8726,25.3107,22.523
24,19.4594,20.8115,22.6971,16.8945
38,24.8531,26.0373,25.5573,18.6021
35,31.6466,32.1665,33.5475,29.6122
13,29.567,30.4276,35.4319,37.5593
28,22.0706,24.2137,24.2746,20.9496
23,21.8956,22.8799,25.846,20.7974
24,23.7219,25.2751,27.1983,24.4496
27,23.4314,24.8756,26.3966,22.4266
32,25.9562,27.2832,28.0686,23.9426
37,29.8976,31.0077,31.2146,27.566
29,31.7779,32.6744,34.8334,34.0816
41,31.868,33.3815,32.1482,29.7762
23,31.483,32.1553,36.0133,36.1205
18,25.5239,27.576,30.1818,31.4885
24,19.8924,21.948,23.2912,19.6863
30,22.3874,24.0317,24.8858,20.1218
22,24.9023,26.3438,29.3117,27.5716
21,22.6376,24.745,26.8892,25.6615
37,23.3289,25.3679,24.3527,19.1554
17,26.0997,27.1525,31.9276,31.2341
24,22.63,25.3521,26.1276,25.3821
40,23.8294,25.7019,24.4417,18.3141
26,29.8545,30.8793,34.085,33.1035
33,29.0297,31.3416,31.1164,30.8288
31,28.1297,29.7449,31.0764,29.0717
14,25.5636,27.4949,31.7993,33.5743
24,19.4498,22.5449,22.9796,20.9746
50,24.7638,26.8275,23.4783,15.5165
35,35.7684,36.3766,38.8801,37.7905
35,35.6414,37.7403,37.6693,40.4717
30,30.7701,32.6907,34.1295,34.4769
48,32.0659,34.3996,31.6459,28.7297
45,38.163,39.182,39.2617,37.7803
25,40.5918,40.5242,43.9719,43.6774
22,30.5945,31.4648,34.1333,31.003
33,26.1123,27.0405,27.8228,18.9233
20,27.3643,27.8891,32.2429,26.0121
19,24.5919,25.6399,28.8852,23.7005
11,19.1253,20.1137,25.0858,18.8571
13,16.0277,17.2153,21.1063,13.929
20,16.1952,17.2423,19.9051,10.7916
15,18.4811,19.3912,23.6714,16.2636
23,19.8246,20.9716,23.1438,15.4205
22,21.611,22.4625,25.5786,18.0035
20,22.8752,23.8468,27.1637,21.339
36,24.9475,26.0006,25.9412,17.5021
28,29.6762,30.0375,33.0672,27.1759
16,28.0807,28.8985,33.2196,31.5595
17,20.9474,22.2837,25.54,21.0354
5,15.8471,17.0143,22.8738,18.389
6,11.4757,13.0309,17.5539,12.2694
8,9.3995,10.7102,14.8568,7.82236
9,10.5405,11.8645,15.9934,9.1749
10,11.5547,12.9292,16.942,10.4289
10,12.1407,13.5429,17.6337,11.4441
12,12.7406,14.1972,17.8647,11.6335
27,16.4883,17.92,18.7646,10.5357
13,20.3872,21.2797,26.4289,21.9157
7,17.0366,18.8204,23.6065,21.3741
13,12.3084,14.071,17.1327,11.4001
15,13.5946,15.0749,18.3276,11.9454
26,18.0236,19.5898,20.8142,13.9484
34,24.7524,25.8752,26.6107,19.9174
17,27.7433,28.5528,33.3289,32.1173
15,21.8647,23.8105,27.1219,25.9426
19,17.4265,19.2363,21.7397,16.9378
17,18.1651,19.7903,23.106,18.713
19,18.6714,20.5127,23.1599,19.0375
3,15.771,17.5178,23.5712,21.7784
27,14.4096,16.9506,16.4822,10.0786
39,22.7738,23.9297,23.729,15.0234
20,30.4996,31.2633,35.8584,35.6064
14,23.8564,26.0671,29.5967,30.4775
24,18.3188,20.6246,21.7866,17.2469
22,20.6662,22.3481,25.0462,20.778
27,23.2875,25.3099,26.6515,23.25
18,23.1394,24.8575,28.5597,26.7137
16,19.9733,22.401,25.4178,23.8991
15,16.5841,19.0019,22.0633,19.0181
22,17.0057,19.4864,21.0202,16.5545
19,19.1165,21.2214,24.1469,20.6451
9,17.5055,19.9907,24.478,23.4344
34,17.4232,20.4698,18.8076,12.6065
34,25.7438,27.1006,28.4441,22.859
9,27.1652,28.9199,34.8643,37.7494
27,19.4773,23.0907,22.6037,20.0144
34,22.4633,24.423,24.8624,18.7537
26,28.5645,30.388,33.0255,32.0904
28,27.0783,29.6582,30.8223,30.0576
16,23.4601,25.8226,29.7335,29.5169
20,19.3184,22.6462,24.2805,22.5788
12,16.4293,19.2708,23.0762,20.9313
11,13.6744,17.1912,20.1556,18.0825
15,15.6512,16.6224,20.1995,11.0573
31,20.1352,21.0468,21.7751,10.4979
31,27.7411,28.2646,30.4681,21.1394
23,30.5077,31.0209,34.6332,29.5546
32,28.8641,29.6978,30.8299,23.7105
25,29.148,29.6248,33.0419,26.6206
12,25.9701,26.7416,32.0147,28.6125
15,19.2262,20.4236,24.037,17.9257
14,16.8841,17.8873,21.9465,14.4713
20,18.4241,19.5039,22.2657,14.3962
15,19.5892,20.5071,24.8269,18.1457
21,20.26,21.4108,24.0414,17.1232
22,21.6227,22.5507,25.5435,18.3338
20,23.2007,24.1559,27.6114,21.8826
13,21.1879,22.2526,26.9009,22.3451
16,18.3149,19.6402,23.016,17.2391
21,18.7267,19.8982,22.5425,15.3472
8,18.949,19.9989,25.7252,21.4526
10,15.221,16.8233,20.8623,16.11
9,12.5798,13.9483,18.3039,12.1728
5,11.8329,13.2993,18.3448,13.1319
8,10.616,12.1979,16.1991,10.2637
14,11.9663,13.4437,16.5018,9.43535
9,13.998,15.3983,20.0938,14.6671
31,17.8224,19.5293,19.3052,11.1721
34,26.3545,27.1001,28.5758,21.0587
19,30.5507,31.2472,35.8156,34.819
20,24.8162,26.4742,29.3069,27.1587
20,21.2726,22.7771,25.8084,21.3764
15,20.4849,22.0434,26.0512,22.6262
14,18.0895,19.9409,23.6036,19.9735
17,16.9552,18.8209,21.7581,16.9239
13,17.1121,18.873,22.9119,18.8587
11,15.7285,17.7741,21.7551,18.2049
21,15.8575,17.9666,19.6996,13.9766
22,19.7018,21.3587,23.9773,18.6846
46,27.4622,29.2431,27.1197,19.993
46,38.4879,38.7339,39.1826,34.7305
21,39.7834,40.0306,45.0118,49.0756
13,26.8338,29.0287,33.0503,35.3096
20,18.1161,20.621,22.6135,18.8236
3,15.6509,17.6899,23.8616,22.0598
23,14.1917,17.2707,17.4932,12.3302
8,15.3105,17.1147,22.6016,18.8489
10,14.2328,17.2863,20.6017,18.3784
39,17.1803,19.8518,17.5507,8.98822
22,26.8815,27.8925,32.378,29.2133
20,26.3257,28.8733,31.5548,32.0606
11,19.1238,21.693,26.0698,24.8655
28,18.0272,21.1802,21.0859,16.2002
28,23.1437,25.1229,27.0436,22.3097
27,27.3145,29.5463,31.5463,29.8841
18,24.9934,27.3591,31.0232,30.6369
14,19.7856,22.8722,26.264,25.3993
11,15.0824,18.3392,21.8551,19.6337
13,13.1565,16.5648,19.2875,15.903
21,14.8092,18.0954,19.4345,14.586
25,19.499,22.3857,23.8884,19.4743
6,19.47,22.2582,28.0012,28.1451
12,13.2081,17.4576,19.6357,17.6543
7,13.739,14.5929,19.7413,11.5184
20,15.9317,16.902,19.0552,9.49721
32,22.0851,22.8429,23.7965,12.6719
19,27.9642,28.4012,33.1686,26.9818
11,24.064,24.9732,30.1313,26.027
11,17.3418,18.411,22.7978,16.3021
12,15.4968,16.5091,20.5908,13.0803
10,15.4615,16.4789,21.05,14.0419
17,16.3069,17.3961,20.3693,12.4611
18,18.7452,19.6874,23.1301,15.3834
7,18.7444,19.7329,25.5226,20.5966
17,16.5349,17.8473,20.5549,13.616
12,16.7018,17.6873,22.2698,15.44
16,17.9993,19.2493,22.6084,16.3019
37,22.5135,23.6294,23.135,13.4185
22,29.5423,29.8308,34.4626,29.4348
16,27.409,28.4699,32.7527,30.7516
13,20.1923,21.4973,25.8232,21.4841
11,16.9614,18.3524,22.7247,17.7298
15,16.1539,17.6102,20.9316,14.9106
35,21.2289,22.5741,22.2812,13.3844
13,26.4467,26.9465,33.1445,29.8796
10,21.4969,23.2429,27.7975,26.1463
8,14.1669,15.8324,20.3723,15.7615
15,13.9892,15.7149,18.5888,12.5039
21,17.4516,18.9687,21.3664,14.6887
20,21.5196,22.9036,26.1757,21.1916
13,21.2114,22.7372,27.3041,24.2754
13,17.901,19.8004,23.6036,19.9155
15,16.4786,18.3352,21.6743,16.8018
5,15.2569,17.0813,22.6188,19.4873
20,14.6154,16.9107,18.341,12.5481
26,19.4286,21.0229,22.8309,15.9674
26,25.898,27.3535,29.8587,25.8203
5,23.2465,24.7761,31.4601,31.6063
4,13.8392,16.5967,21.1964,19.5707
11,9.76738,12.1863,15.0706,9.62424
11,12.1979,14.4237,18.0881,13.0456
9,13.4302,15.8489,19.9387,16.2068
11,12.9488,15.5149,18.9483,14.8209
9,12.8155,15.3203,19.3457,15.4554
13,13.2175,15.912,18.8912,14.5732
14,14.5124,17.0504,20.2585,15.8793
24,17.8575,20.4782,21.7986,16.6169
20,21.611,23.7138,26.9787,23.466
17,21.768,24.2924,27.6905,25.8375
20,19.9313,22.6719,25.0914,21.9408
18,20.0209,22.5943,25.7323,22.7512
8,17.8404,20.6443,25.5302,24.3566
15,14.3457,17.7794,20.0472,16.6545
13,14.3784,17.306,20.7406,16.8511
8,14.1864,17.4248,21.618,19.3491
10,11.9201,15.4612,18.6095,15.3467
18,13.0792,16.4757,18.2146,13.2362
28,18.8947,21.941,22.6435,17.153
17,23.1784,25.6731,29.7811,28.124
14,20.1037,23.605,26.9759,26.2545
30,19.092,22.7204,22.4699,17.4069
11,21.6518,24.1343,29.6154,28.4689
10,16.8992,21.0877,24.4477,24.0532
15,16.5481,17.4338,20.8157,12.2934
13,17.807,18.6425,22.907,14.9827
6,16.8876,17.8003,23.353,17.1094
20,16.473,17.4768,19.4799,10.6727
10,18.1167,18.8833,24.1799,16.959
21,19.9156,20.985,23.3051,15.6687
17,20.9375,21.7256,25.784,18.3718
5,19.7621,20.7234,26.925,22.6096
12,15.3252,16.5412,20.0758,13.5445
22,17.0083,18.0246,20.0429,11.1796
10,20.4002,21.2424,26.812,21.349
10,18.0391,19.3183,23.8005,18.8908
44,21.7777,22.9768,20.4506,9.13183
46,36.5284,36.5068,37.0551,28.0929
23,42.0461,41.6238,46.8853,47.5354
20,31.8277,32.7505,36.5254,35.347
19,24.0952,25.2187,28.852,24.1662
19,22.8377,24.0259,27.5181,22.4566
11,20.9367,22.1571,27.2269,23.3485
15,18.3498,19.9075,23.3311,18.3399
24,19.7086,21.1011,23.0261,16.074
11,21.9116,23.0084,28.5242,24.8467
23,21.0818,22.835,24.667,19.4393
4,18.9435,20.144,26.8903,23.8465
20,17.2508,19.3472,20.9906,15.7217
14,17.7684,19.13,23.4459,17.9459
2,16.9078,18.709,24.939,22.9833
10,12.1054,14.293,17.5123,12.7942
19,14.0781,15.9089,18.0301,11.1348
0,15.8957,17.5394,24.5543,22.2379
10,12.3254,14.8563,17.8576,13.8179
28,15.2291,17.196,17.4391,9.1713
3,20.2608,21.582,28.9439,27.16
9,15.3064,18.1021,21.6709,19.3473
8,11.3721,13.5997,17.7065,12.9433
10,12.7515,15.1807,18.8226,14.5016
8,12.8488,15.2508,19.489,15.5499
10,12.8619,15.4399,19.0464,14.9725
7,12.5191,15.0504,19.443,15.7709
10,12.3253,15.0772,18.5179,14.4792
15,13.7438,16.3904,19.1255,14.2305
13,16.094,18.6214,22.3469,18.5917
11,16.0354,18.7988,22.7147,19.8173
9,14.2219,17.1267,21.1645,18.1793
5,12.0305,15.0671,19.6235,16.854
8,10.4645,13.7036,17.1365,13.3792
25,14.0435,17.1515,17.4796,10.9202
24,21.7593,24.0506,26.5968,22.0397
13,23.525,26.044,30.7706,30.2913
11,17.8345,21.1963,25.0072,23.6388
11,14.1247,17.5286,20.9783,17.9485
23,15.9597,19.4027,20.408,15.3325
17,19.9208,22.686,26.3081,23.2228
14,19.6719,23.0357,26.6042,25.1519
20,17.9265,21.5033,23.436,19.9709
17,19.1473,22.3522,25.5626,22.7004
22,20.2792,23.8294,25.6938,22.6742
11,19.4895,22.7108,27.3332,26.0307
47,22.9755,27.1187,23.2073,16.1646
32,33.5824,34.8363,38.0952,35.2576
12,35.2316,35.4757,41.9152,41.002
11,22.5326,23.5144,28.2976,23.451
13,17.3641,18.284,22.1264,14.7812
17,18.6644,19.5757,22.7994,14.9987
11,19.5427,20.4162,25.2988,18.9984
8,17.5606,18.5898,23.5432,17.9125
20,17.265,18.3224,20.4082,12.304
23,21.7964,22.6492,25.3284,17.2581
23,26.1949,27.0027,30.2126,23.9687
33,28.978,29.8069,31.0598,23.8469
24,31.4868,31.927,35.9498,31.1125
27,30.856,31.6734,34.3394,29.7526
11,26.5048,27.2414,33.2871,30.2637
18,21.8644,23.2408,26.3261,21.4022
15,19.9694,21.085,25.1838,19.4415
18,21.1093,22.3917,25.6994,20.2486
10,19.9394,21.1461,26.3035,22.0302
6,16.5788,18.1004,23.256,19.4697
18,15.3715,16.9545,19.0926,12.463
24,20.2949,21.572,23.7372,16.6149
15,24.1438,25.2662,30.0629,26.3505
8,20.4143,21.9937,27.3306,24.7843
12,15.9737,17.7814,21.3873,16.7305
13,15.9811,17.6503,21.3494,16.1073
10,16.7401,18.4672,22.9362,18.7744
29,19.5159,21.4093,21.7494,14.7291
13,23.558,24.6617,30.2066,26.7772
9,20.7536,22.7676,27.6698,26.0114
4,13.9392,16.0433,21.2201,18.1288
8,11.7359,13.996,17.7146,13.291
16,13.6273,15.767,18.2395,12.382
22,18.9887,20.9502,23.1799,17.54
8,20.786,22.5586,28.3557,26.3988
14,17.4636,20.0337,23.1501,19.925
14,16.3786,18.6044,22.1567,17.7752
19,18.8334,21.1823,23.8047,19.4837
11,19.3212,21.4769,26.2434,23.6079
7,16.3029,18.9769,23.6916,21.668
7,12.5933,15.4092,19.518,16.2491
40,18.1601,20.9837,18.4116,9.76057
12,26.8879,27.9061,34.6177,33.0244
16,23.7162,26.7343,29.9624,29.6085
16,18.1266,20.8138,24.0901,20.5334
8,17.4855,20.2751,25.1817,23.3904
28,17.998,21.2875,21.2376,15.79
26,24.2013,26.3133,28.8499,24.463
18,26.9737,29.2954,33.4287,32.8615
12,21.5114,24.5015,28.8764,28.169
6,15.5069,18.9083,23.6506,22.2583
16,13.4212,17.1298,19.0529,14.8977
7,14.2588,17.4384,22.2639,19.5672
3,12.0525,15.9382,20.5746,19.0081
13,10.2079,14.1872,16.2053,11.6768
21,14.8308,18.353,19.9219,14.5272
35,23.5695,26.7748,26.5675,21.1625
30,31.1105,33.2578,35.7374,33.6364
40,34.4772,37.0444,37.1014,35.0105
34,36.5608,38.3107,40.6153,39.8251
43,38.1711,40.437,40.3614,39.0515
35,39.1057,40.648,43.0899,43.1298
12,35.8802,36.0753,42.9744,41.7988
29,27.412,28.4071,29.7269,22.7784
26,27.7354,28.3453,31.3671,23.6361
25,30.8438,31.4914,34.8037,29.2395
23,29.2014,29.9061,33.4622,27.8765
26,28.673,29.4605,32.2005,26.0166
22,28.5957,29.3076,33.0944,27.6589
30,29.2828,30.1418,32.0009,25.5364
16,28.8159,29.4179,34.7695,30.733
19,25.5634,26.6736,30.219,25.6426
46,28.5058,29.5385,27.6473,17.7796
31,37.9675,37.9204,41.7209,36.9266
26,37.6707,38.1107,41.9122,40.29
23,30.8136,31.6477,35.3694,31.736
25,28.5383,29.5529,32.4748,27.7586
37,30.9709,31.9392,32.5927,26.004
22,33.7672,34.1693,39.0323,36.1879
23,30.5529,31.6815,35.0892,32.3178
59,34.1378,35.3004,31.3071,21.4714
40,46.4992,45.7504,48.9774,45.7727
29,45.4617,45.3297,49.3771,51.2777
22,34.1271,34.9868,39.2878,38.2349
20,27.6154,28.9776,32.7836,29.9967
45,29.8338,31.3483,29.7907,22.323
21,35.6013,35.7664,41.4755,39.7945
19,31.1268,32.6078,36.7521,36.3546
10,21.9933,23.7045,28.9803,26.8408
24,20.4031,22.5525,23.9894,18.8582
33,25.7661,27.3183,28.2813,21.9703
28,32.4943,33.5375,36.6965,33.8031
25,32.0198,33.3695,36.764,35.0847
19,28.0665,29.6898,33.8678,32.2272
15,23.7313,25.7785,30.0411,28.1354
13,19.9553,22.2628,26.3477,23.741
40,23.415,25.8581,24.221,16.9954
31,33.0411,33.9422,36.9472,33.3301
24,34.7858,36.1411,40.0742,40.2719
45,33.2982,35.3013,34.129,29.3202
34,38.7961,39.3547,42.4196,40.576
17,35.9515,37.1492,42.8185,45.2978
40,29.7404,32.4091,31.4683,27.2622
43,36.2539,37.3857,37.9852,33.5216
56,46.3798,47.0477,45.7175,42.8598
44,50.5008,50.1254,52.4595,53.4024
28,45.3019,45.6973,50.2132,54.1188
45,38.1784,40.2165,39.5485,37.349
18,36.2949,37.1425,43.3736,44.9775
38,32.275,35.2883,34.8982,32.8428
59,38.4276,40.0572,37.1543,30.5947
33,48.0627,47.7496,52.4519,54.9635
17,38.5899,40.2114,45.7837,50.6914
16,23.9258,27.37,30.9401,30.7088
48,25.5984,29.1674,25.9073,18.7988
28,36.0886,37.1506,41.365,40.4337
17,33.0894,35.6193,40.4357,43.3367
45,28.1116,31.8603,29.428,24.3236
30,35.186,36.6495,40.1201,38.8
25,34.6257,37.1951,40.5199,42.1273
31,29.3525,32.6287,33.8861,32.05
23,29.1624,31.9958,35.4233,34.7938
14,28.2903,29.0498,34.3726,30.2802
35,26.683,27.6625,27.6529,18.9926
59,37.784,38.3034,35.2853,23.766
32,48.2608,47.6307,52.5202,50.4302
46,45.9415,46.1444,46.3718,42.7237
43,44.2029,44.1292,45.7449,40.4132
41,46.2296,46.0942,48.0923,44.8621
58,47.9836,47.9848,46.3807,40.07
51,53.2627,52.4844,53.625,50.1672
56,55.6607,54.9194,54.6632,52.375
24,49.5703,48.6951,55.1929,57.3398
32,38.8073,39.5591,41.8854,39.8118
52,37.7213,38.3944,36.778,28.6236
39,46.0081,45.624,48.5802,45.5647
43,46.427,46.4554,47.825,45.6752
37,43.5341,43.5407,46.2596,43.7672
26,39.7485,40.054,44.5133,43.6621
26,33.2628,34.2654,37.5702,34.8957
30,31.083,32.1895,34.4094,29.9503
45,35.813,36.755,36.3639,30.1375
36,41.7369,41.8254,44.7366,41.9749
53,45.1195,45.5737,44.5615,40.3559
33,46.1999,45.7548,50.083,49.6657
20,39.2431,39.8347,45.2706,46.9369
32,30.4795,32.1159,33.4479,29.5391
41,34.0835,35.1717,35.5794,30.0489
49,42.9384,43.3875,43.3464,39.0906
60,51.0469,50.8585,49.5206,45.7819
37,53.1378,52.1204,56.4193,58.635
49,48.4304,48.8116,48.8715,48.1612
45,46.9181,46.8647,48.439,46.6766
62,51.6413,51.6955,49.7173,46.6585
41,53.6896,52.6767,56.2897,57.8925
42,49.1438,49.3139,51.1353,52.5584
41,43.905,44.4134,46.1921,45.1025
21,39.6784,40.2831,45.9772,47.981
42,34.4449,36.6264,36.0684,32.6625
38,37.8246,38.7254,40.6162,37.6563
43,42.5879,43.5478,44.5174,43.0952
45,44.1557,44.8243,45.7825,44.1752
33,43.9315,44.3954,48.0381,49.1762
48,41.9529,43.4132,42.9054,40.7384
37,43.3711,43.8412,46.7316,46.4275
31,41.0803,42.2472,45.5752,46.9198
52,39.5224,41.424,39.674,35.8616
60,49.1234,49.4206,48.0064,44.6139
38,53.4593,52.7919,56.8898,60.6171
75,53.258,54.287,49.0785,45.7303
45,57.6018,56.2106,59.8907,62.4548
40,52.9524,53.0982,55.6962,60.677
72,49.4953,50.791,46.0488,41.5521
76,62.9327,61.7821,59.0423,57.0393
65,69.2354,67.3352,67.3699,72.1807
19,56.7875,55.5109,63.9598,74.9499
53,41.0149,44.1831,41.3595,39.8506
86,51.1298,51.9419,44.9818,36.7002
66,68.9318,66.9021,67.3279,70.4981
39,63.045,61.6311,66.1283,75.888
62,52.0243,53.3624,50.7957,50.7197
56,54.1197,53.9995,54.3043,54.3071
58,59.0739,58.3162,58.1372,55.6214
59,58.6341,57.8824,57.6135,54.3837
41,55.9319,55.0785,58.5078,58.5421
60,52.6908,52.5817,50.9582,46.1456
33,50.5921,49.9525,54.8592,53.9238
26,42.7804,43.0311,47.6163,47.3011
64,40.2662,41.1129,36.8078,26.8658
36,49.0786,48.4595,52.7545,50.1424
39,47.6597,47.7171,50.0087,49.0306
30,39.8482,40.1704,43.9282,41.1114
41,38.9274,39.6425,40.4859,35.5694
52,43.506,43.8267,43.1884,36.8107
38,48.3388,47.9654,51.3326,49.7445
37,44.9812,45.1753,47.8413,46.3534
23,38.0542,38.515,43.5502,42.4261
36,34.2368,35.4293,36.5277,32.0296
44,37.7653,38.4831,38.7698,32.9054
45,44.9479,45.1072,46.2958,42.7195
53,49.0635,49.0569,48.9337,45.3732
61,54.3393,53.8651,52.8217,49.2098
46,56.612,55.5528,58.2701,59.0405
28,48.759,48.4314,53.7206,56.5697
50,41.4021,42.4949,41.4829,37.1308
48,45.9764,46.0015,46.8691,43.1549
44,49.9883,49.7889,51.8455,51.3479
38,46.5194,46.6363,49.5061,49.2804
39,42.9996,43.6105,45.6406,44.1856
32,40.4299,41.0968,44.4452,43.5327
46,40.315,41.4714,41.3784,37.8165
36,42.714,43.0633,46.0616,44.7764
61,46.8962,47.7489,45.2128,40.8166
51,53.2665,52.6055,53.9861,52.7543
29,50.7872,50.3309,55.8278,60.0512
45,41.7373,43.151,43.2462,41.2705
46,43.3071,43.9241,44.6976,41.8738
72,53.119,53.423,49.5317,44.8933
70,63.8794,62.4448,61.0946,59.9455
66,68.0224,66.2362,65.8704,68.7539
70,66.8715,65.3668,63.9199,65.4832
62,65.882,64.2384,64.6415,67.3868
47,60.6704,59.4513,62.32,66.9531
55,54.2162,54.2879,54.225,54.7777
58,54.5059,54.3046,53.9978,53.2169
49,55.8899,55.3305,57.2523,59.2503
51,53.166,53.2668,54.0738,55.1279
51,51.7508,51.9177,52.6801,52.9034
17,45.4091,45.5689,53.1709,58.7947
74,41.2689,44.4677,37.2447,30.378
57,54.7875,53.9203,54.465,52.6157
57,61.2456,60.5181,61.0332,64.5308
65,58.8637,58.5483,57.1758,57.2669
71,63.297,62.4146,60.4942,60.6909
63,65.7556,64.3411,64.6038,67.8289
54,62.1546,61.1781,62.7141,67.1624
72,60.2523,60.1829,57.2387,56.8446
65,64.0134,62.8235,62.5601,64.2606
52,62.6029,61.555,63.6437,68.8807
52,55.7411,55.9076,56.7951,59.5092
54,52.9318,53.4468,53.6067,54.4213
54,53.7514,54.1296,54.4592,55.545
84,61.5529,61.1781,55.7436,47.8621
48,65.6949,64.3097,67.8822,69.1899
46,58.7473,58.0094,60.1141,61.83
52,50.4143,50.4131,50.6996,46.2596
85,59.0129,58.785,52.8701,44.0451
28,61.7363,60.1987,67.8848,72.4675
34,48.5804,48.813,52.0638,53.3187
48,39.2643,40.0145,39.4495,32.6113
66,50.4782,50.5808,47.8213,40.4604
74,63.031,62.1038,59.4573,54.7849
70,69.3187,67.7207,66.6402,66.194
51,65.7936,64.1716,66.7266,69.9233
82,63.9069,63.2217,58.377,53.9987
42,63.4029,61.7315,66.5781,69.4232
53,57.308,56.8748,57.3488,58.0086
82,57.8682,57.6046,52.312,44.8696
62,67.8584,66.0884,67.0098,67.4323
67,67.7886,66.2841,65.2984,66.773
52,62.2858,60.9392,63.1124,64.6874
50,57.147,56.4812,58.1207,58.91
41,50.8674,50.6213,53.5874,53.6731
31,44.4844,44.8334,49.009,49.4153
50,41.5048,42.6288,41.8083,37.3895
48,46.8577,47.021,47.9157,44.8414
62,53.6484,53.6175,52.1644,49.0057
38,54.2085,53.3874,57.7654,59.6695
72,54.311,54.7556,50.7962,46.5285
59,60.0512,58.8825,59.502,58.3447
83,67.5216,66.4138,62.077,60.183
58,68.6103,66.5611,68.5815,71.6489
29,58.7059,57.4411,63.9604,71.678
37,42.1451,43.4936,45.5704,45.4218
65,43.6697,44.9483,41.1424,34.7602
51,55.2474,54.5351,56.1994,55.8731
59,57.7426,57.401,57.1515,57.3863
56,57.0883,56.5179,57.1391,57.1666
94,65.3265,64.8107,57.8071,52.8043
40,68.0437,65.6204,71.8706,79.0395
40,56.0493,55.9357,59.0602,64.6754
72,49.0757,50.2412,45.6205,40.1506
60,60.4746,59.3772,59.8379,59.8004
63,63.5555,62.586,62.3544,64.4066
58,61.0135,60.1255,60.8668,62.5959
56,59.2558,58.6706,59.4933,61.3424
57,57.426,57.125,57.4497,58.3694
79,61.7311,61.4272,57.369,54.9296
