Real,K-AGRUED,GRUED,LSTM,ARIMA
32,27.8728,23.1535,25.5785,27.6754
37,31.7567,27.0136,29.4537,30.6361
29,32.2151,28.333,31.9516,35.4168
41,34.3338,29.5556,31.2972,31.2631
23,31.0109,27.5229,32.0132,37.3146
18,26.379,22.8489,25.9942,31.4
24,22.2045,17.4563,19.6357,23.2203
30,24.7778,19.6106,21.9116,24.3743
22,25.8008,21.5765,25.0837,30.0429
21,24.2768,20.0331,22.7399,27.4781
37,26.8219,21.2142,22.4744,23.0879
17,25.8834,22.0488,26.6685,33.4203
24,25.1831,20.771,22.5444,26.3404
40,27.4892,21.4711,22.8188,22.8859
26,30.2694,26.1114,30.0954,34.8935
33,31.5489,26.9703,28.7815,30.928
31,29.9018,25.1378,27.9503,31.084
14,25.808,22.2589,26.2863,33.5792
24,22.7268,17.7836,19.1654,22.8775
50,29.7241,22.7321,23.1865,20.8262
35,36.2045,31.9515,35.8164,39.2681
35,37.3978,33.4034,35.6815,37.9362
30,32.3544,28.0108,30.8182,34.5425
48,36.0997,30.3923,31.07,30.0105
45,39.9093,35.1533,37.7357,38.6878
25,38.5837,36.4647,41.5663,45.8691
22,30.2817,27.6048,31.1317,35.3467
33,27.7855,23.8979,25.6818,27.3051
20,26.9029,24.0014,27.8246,33.4672
19,24.8099,21.8944,24.9413,29.8738
11,18.9745,16.1006,19.6332,26.4943
13,16.6884,13.4384,16.2169,21.917
20,17.587,13.608,15.9574,19.8956
15,18.8423,15.4098,18.6987,24.5385
23,21.2251,17.4271,19.6261,23.1582
22,22.4047,18.6671,21.5867,25.9365
20,23.3659,19.9942,23.0549,27.8801
36,27.2505,22.8019,24.2568,24.9353
28,29.7828,26.2551,29.781,33.574
16,27.2862,24.6896,28.8357,34.9415
17,21.6233,18.3404,21.1941,26.394
5,15.5125,12.4935,16.5251,24.6612
6,12.152,8.75565,11.8179,18.7093
8,10.3714,6.24789,9.48697,15.5424
9,11.5064,7.40277,10.6368,16.6927
10,12.563,8.50025,11.6519,17.6362
10,13.1,9.08427,12.2745,18.3971
12,13.9225,9.80283,12.7869,18.4512
27,19.055,14.0624,15.8314,17.9411
13,20.2447,16.6684,20.8489,27.7718
7,17.3428,14.2738,17.6639,25.2671
13,13.9371,9.67595,12.2652,17.546
15,15.0655,10.5267,13.5067,18.6603
26,20.3911,15.5338,17.5251,20.2956
34,26.8908,22.0134,24.1745,25.8718
17,27.1087,24.0517,28.4147,34.9617
15,22.7092,19.3872,22.2938,28.3341
19,19.2068,14.8296,17.3282,22.0137
17,19.4415,15.1952,18.2379,23.7166
19,20.3236,16.0456,18.6509,23.5759
3,15.7031,12.3292,16.5692,25.6283
27,18.2068,12.9133,13.6227,15.4304
39,25.8134,19.7811,21.7596,22.2019
20,29.8554,26.7434,31.1559,37.4443
14,24.5587,21.3944,24.4724,31.1563
24,21.0465,16.2056,17.9638,21.5653
22,22.3046,17.6376,20.5829,25.3508
27,25.5212,20.9398,23.0555,26.6166
18,24.0003,20.0514,23.4606,29.6157
16,21.6008,17.5933,20.2216,26.3596
15,18.5016,13.996,16.6832,22.7696
22,19.8006,14.6917,16.6935,20.9222
19,20.9437,16.2147,19.1238,24.6616
9,18.6168,14.6938,18.0371,26.0258
34,22.1611,16.1449,16.3872,17.2884
34,27.9631,22.4629,25.2278,27.8885
9,26.4299,23.7435,28.3005,37.4507
27,23.5794,18.6134,19.0071,22.164
34,25.6201,19.6531,21.7423,23.9486
26,29.8395,25.7073,28.7247,33.7281
28,29.4509,25.0887,27.0207,31.1046
16,24.5947,20.6216,23.9264,31.1068
20,22.3154,17.5894,19.2758,24.7085
12,18.362,13.6009,16.7061,24.1838
11,16.4173,11.5468,13.8415,21.0711
15,16.4196,13.0154,15.6919,20.7195
31,22.291,17.9863,19.4562,20.8526
31,28.6065,25.0328,27.5374,30.415
23,30.0183,27.4734,30.977,35.7966
32,29.9856,26.5947,28.6681,30.7129
25,29.0467,26.1209,29.4072,33.8461
12,24.8989,22.7735,26.8432,34.0162
15,19.7456,16.7425,19.4903,24.9407
14,17.4014,13.9643,17.0644,22.7411
20,19.5659,15.8474,18.3256,22.4922
15,19.8187,16.5436,19.8761,25.8096
21,21.3595,17.7856,20.2137,24.3455
22,22.4819,18.8167,21.5991,25.8978
20,23.6364,20.3687,23.4008,28.3726
13,21.096,18.19,21.6996,28.291
16,19.1852,15.7299,18.4596,23.7176
21,20.0359,16.0283,18.5846,22.6967
8,18.499,15.5842,19.6333,27.4978
10,15.9704,12.6561,15.5474,21.9485
9,13.3298,9.4452,12.8036,19.2343
5,12.2619,8.65646,12.2599,19.6793
8,11.6731,7.63917,10.7795,17.019
14,13.5133,8.96612,11.8392,16.752
9,14.5985,10.7386,14.3104,21.2032
31,20.9632,15.8806,16.9988,18.1357
34,27.9626,23.3489,25.8766,28.0334
19,29.7163,27.1701,31.2726,37.4971
20,25.6649,22.4736,25.1172,30.2376
20,22.4299,18.5852,21.3522,26.3892
15,21.1629,17.6383,20.8277,27.1564
14,19.1983,15.4911,18.3451,24.564
17,18.5933,14.3699,16.9524,22.234
13,18.1389,14.1963,17.3691,23.9031
11,16.9273,13.0618,16.024,22.8306
21,18.3457,13.5379,15.5361,19.5696
22,21.4389,16.8678,19.5582,24.175
46,31.3377,25.8861,26.3036,25.2317
46,39.6422,35.5362,38.0184,38.5009
21,37.6518,36.1149,40.9574,47.413
13,27.0251,24.5458,27.6984,35.0554
20,20.5434,16.112,17.9984,22.8749
3,15.8537,12.2829,16.4415,25.9478
23,17.9868,12.8185,13.6412,16.9425
8,15.9754,11.5593,15.7674,24.0618
10,16.3755,12.2901,14.4974,21.6618
39,22.2453,15.5795,15.8166,15.4058
22,27.156,23.1388,27.1866,33.4158
20,27.7641,24.4387,26.7211,32.7103
11,20.3564,16.5768,19.6315,27.5768
28,22.0327,16.646,17.4039,20.3945
28,25.4825,20.3871,22.8402,26.948
27,29.228,25.1538,27.3341,32.0009
18,26.1892,22.5685,25.4305,32.3256
14,21.7632,17.8075,20.1472,27.4904
11,17.4218,12.8864,15.3375,22.9406
13,16.1192,11.0254,13.1663,19.9163
21,18.4585,12.7478,14.4222,19.278
25,22.7125,17.271,19.1552,23.7772
6,20.226,16.6122,20.3118,30.2013
12,16.7754,12.0044,13.2836,20.3992
7,13.6437,10.5464,14.1601,21.0154
20,17.2893,13.5006,15.6774,18.9607
32,23.9876,19.7487,21.4654,22.9762
19,27.226,24.9075,28.5245,34.5854
11,23.2266,21.2772,24.8805,32.0444
11,17.4846,14.6498,17.7381,23.9776
12,15.9455,12.6081,15.7153,21.4499
10,15.6691,12.4664,15.8029,22.155
17,17.3466,13.661,16.2636,20.7063
18,19.4765,15.9054,18.7917,23.6431
7,18.1413,15.6124,19.4784,27.3749
17,17.7414,14.1597,16.5058,20.9104
12,16.9764,13.5062,16.9956,23.2968
16,18.8431,15.4265,18.1242,23.2693
37,25.3007,20.507,21.6081,21.7485
22,28.852,26.1774,30.0137,35.7088
16,26.9112,24.7406,28.122,34.4279
13,20.4351,17.5151,20.6418,27.1055
11,17.4334,14.1607,17.334,23.8972
15,17.2839,13.4803,16.226,21.5248
35,24.1274,19.1658,20.3682,21.0093
13,25.2032,22.7734,27.2871,35.1589
10,21.5875,19.1763,22.2154,29.5773
8,14.8533,11.2926,14.5523,21.6095
15,15.6256,11.333,13.9261,18.9477
21,19.2226,14.7571,17.2298,21.403
20,22.5406,18.8177,21.6146,26.7933
13,21.5201,18.4628,21.7246,28.7346
13,18.9503,15.4683,18.2073,24.664
15,17.9183,13.8825,16.571,22.3417
5,15.5711,12.2018,15.898,24.3806
20,17.2969,12.6198,14.2788,18.1751
26,21.645,16.7075,19.0179,22.514
26,27.1843,23.438,25.8917,30.2446
5,22.3041,20.1091,24.3869,34.1061
4,15.0221,11.8011,14.4541,22.9161
11,12.038,7.00026,9.69034,15.4777
11,13.9957,9.22023,12.2728,18.7969
9,14.9928,10.7687,13.707,21.0326
11,14.9505,10.464,13.0706,19.7431
9,14.5302,10.0984,13.054,20.3803
13,15.548,10.8641,13.2311,19.4803
14,16.6691,11.9673,14.5444,20.8844
24,20.9184,15.8954,17.4736,21.5785
20,23.2495,19.0551,21.7117,27.6765
17,23.3808,19.7069,22.066,28.7595
20,22.3379,18.0472,19.927,25.6006
18,22.02,17.7986,20.1472,26.5055
8,19.0638,15.4789,18.4555,27.2832
15,17.432,12.716,14.3049,20.5519
13,16.7678,11.8501,14.4645,21.5146
8,16.2467,11.9505,14.5731,22.9798
10,14.7785,9.90966,12.0401,19.4704
18,16.6663,11.0373,12.7716,18.2361
28,22.6984,17.0317,18.3256,22.1079
17,24.589,20.6976,23.5646,31.0592
14,22.4044,18.6047,20.4852,28.2735
30,23.6304,17.9637,18.4103,21.7169
11,22.4925,18.7193,22.3176,31.4769
10,19.7017,15.807,17.3304,25.8925
15,17.1295,13.8787,16.6448,21.3973
13,17.9372,14.9774,18.1075,23.8977
6,16.3253,13.9386,17.568,25.0883
20,17.7922,14.0696,16.2525,19.4279
10,17.7729,14.9375,18.624,25.5979
21,20.9869,17.7414,19.8479,23.5356
17,21.1349,18.1124,21.1835,26.6624
5,18.758,16.8139,20.6848,29.1175
12,15.9735,12.7711,15.533,20.8834
22,18.5216,14.3179,16.6963,19.8471
10,19.8371,17.2935,21.0502,28.4933
10,18.1535,15.5127,18.5415,25.1805
44,25.6047,20.2005,20.3888,18.0957
46,37.6935,34.0661,35.9365,36.1606
23,39.2958,38.6178,43.2365,49.2738
20,31.1567,29.4858,32.567,38.1779
19,24.4413,21.6864,24.4137,29.8372
19,23.3977,20.4079,23.0776,28.3699
11,20.7625,18.1717,21.5578,28.8496
15,19.2941,16.0122,18.5592,24.1643
24,21.4634,17.3476,19.4404,22.9287
11,21.5073,18.8847,22.5936,30.2766
23,22.8556,19.2859,20.962,24.8337
4,18.126,15.5711,19.8775,29.1794
20,19.4288,15.5601,17.0789,21.0896
14,18.4888,14.6423,18.0039,24.3905
2,16.6204,14.1276,17.8395,27.2329
10,13.7564,9.71939,12.237,18.2635
19,16.2953,11.3055,13.7705,17.9331
0,15.347,12.5483,16.8891,27.0098
10,14.2492,10.3235,12.4707,18.6434
28,18.5465,12.7553,14.4309,16.383
3,19.2593,16.7279,21.3396,31.5383
9,16.9643,13.7038,15.7005,22.938
8,12.8998,8.35828,11.5828,18.6772
10,14.5331,10.2088,12.9235,19.7049
8,14.3444,10.151,13.1519,20.6379
10,14.7599,10.431,13.0407,19.9511
7,14.0441,9.8352,12.864,20.6873
10,14.4425,9.97796,12.4706,19.3697
15,16.2166,11.3787,13.6653,19.538
13,17.9187,13.6815,16.2874,23.2816
11,17.824,13.8903,16.3501,23.8862
9,16.1108,12.0037,14.5482,22.381
5,13.8087,9.64165,12.4699,21.0859
8,12.9906,8.21458,10.6185,18.0501
25,18.1326,12.1806,13.3588,16.7276
24,24.0443,19.4196,21.6192,26.8565
13,24.4135,21.4753,24.1828,32.5477
11,19.9218,16.3225,18.2617,26.4079
11,16.7125,12.2133,14.32,21.9761
23,19.8524,14.4488,15.5197,20.1488
17,21.9753,17.6662,20.1033,27.2389
14,21.9063,18.1687,20.0264,27.8646
20,21.3154,16.5873,17.7969,23.7796
17,21.6832,17.2743,19.2815,26.4188
22,23.6007,19.0738,20.1717,26.0632
11,21.247,17.466,20.0201,28.9665
47,29.6038,23.2522,21.474,20.8281
32,34.4818,30.7739,33.6813,38.7047
12,32.5413,32.3848,36.6836,44.9067
11,21.9501,20.3248,23.2534,30.0273
13,17.6235,14.7242,17.6368,23.0391
17,19.2537,16.1421,18.7684,23.3794
11,19.2392,16.8173,20.0766,26.7286
8,17.2661,14.8901,18.1581,25.0975
20,18.5321,14.8571,17.0941,20.449
23,22.6931,19.3402,21.7212,25.5612
23,26.5024,23.9964,26.3946,30.9338
33,30.206,27.2328,28.7266,30.8658
24,30.9361,29.0505,31.9547,37.1448
27,31.0893,28.9643,31.097,35.0733
11,25.2112,23.768,27.4738,35.5158
18,22.5857,19.9622,22.1059,27.1587
15,20.3243,17.3227,20.28,26.2022
18,21.8428,18.8851,21.3036,26.4693
10,19.7528,17.244,20.5606,27.9338
6,16.5878,13.9995,17.24,24.9816
18,17.0851,12.9725,15.2072,19.2019
24,21.8755,17.8513,20.0633,23.7109
15,23.9829,21.6054,24.7153,31.5692
8,20.2445,18.0715,21.1902,29.2636
12,17.0587,13.645,16.2221,22.326
13,17.069,13.3331,16.1674,22.1844
10,17.4088,14.1607,17.1614,24.2298
29,22.3582,17.8176,18.9232,21.0244
13,23.204,20.602,24.2179,31.9273
9,21.0466,18.8151,21.4882,29.5368
4,14.5379,11.3353,14.5604,22.9421
8,13.2465,9.16023,11.9694,18.6861
16,15.7961,11.0793,13.479,18.4635
22,21.0815,16.7962,18.8005,23.2979
8,20.7388,18.193,21.5852,30.3913
14,19.2795,15.8495,17.68,24.0651
14,18.0288,13.9874,16.5273,22.9724
19,20.9095,16.9588,18.823,24.2852
11,20.1673,16.9878,19.8413,27.7678
7,17.4798,14.328,16.8843,25.3607
7,14.358,10.3496,12.9429,20.7698
40,23.3607,17.0319,16.7951,16.2527
12,25.9179,23.5151,27.8184,36.8794
16,25.3925,22.8973,24.1984,31.3586
16,20.2121,16.187,18.2595,24.8991
8,18.7407,15.4422,18.0783,26.8999
28,22.1266,17.0641,17.3729,20.5613
26,26.2742,22.0785,24.0889,29.1348
18,27.8835,25.3351,27.5345,34.9716
12,22.9389,20.0617,22.1058,30.564
6,17.2947,13.8096,16.1011,25.4156
16,16.9885,12.0219,13.26,19.3582
7,16.1336,11.893,14.7124,23.7903
3,14.3209,10.4218,12.6182,22.332
13,14.0388,8.52614,10.0334,16.5259
21,18.6839,13.0269,14.4452,19.814
35,27.803,22.61,22.8551,25.7243
30,32.8506,29.5037,31.1799,36.3111
40,37.4139,33.9688,34.132,36.8115
34,37.7719,35.092,36.7208,41.2769
43,40.7574,37.6677,37.8692,40.0975
35,39.942,37.6309,39.3623,43.8989
12,33.0659,33.337,37.3727,46.0719
29,28.4812,26.2001,27.3128,29.7996
26,28.0522,25.7203,27.8439,31.9039
25,30.68,29.093,31.2091,35.7841
23,29.0429,27.356,29.589,34.5085
26,29.028,26.9738,28.8401,32.8206
22,28.3942,26.6324,29.0079,34.2039
30,30.1241,27.7794,29.238,32.201
16,27.7407,26.484,29.6169,36.6464
19,25.7144,23.8419,25.9736,31.3409
46,31.5962,27.4731,27.4124,25.8121
31,37.0553,35.6811,38.403,42.793
26,36.5968,35.7832,38.4001,43.5034
23,30.5667,28.9998,31.3019,36.6063
25,28.9838,26.8427,28.7594,33.2223
37,32.5718,29.6468,30.5941,32.152
22,32.6481,31.4528,34.5027,40.7355
23,30.5963,29.0021,31.025,36.2981
59,38.2628,33.7641,32.5839,28.5378
40,45.0316,44.0478,46.9054,49.8751
29,43.2885,43.1652,46.4906,51.4148
22,33.3635,32.3021,34.885,41.0166
20,27.8554,25.9286,28.0914,34.062
45,33.0547,29.076,28.8859,28.2698
21,33.9206,32.8836,36.5139,43.523
19,30.9068,29.7059,31.8847,38.5273
10,21.9915,19.9042,22.7429,30.8783
24,22.7334,19.055,20.1783,23.9883
33,28.0285,24.113,25.314,27.8094
28,32.8453,30.6977,32.7752,37.5661
25,32.3233,30.5031,32.4585,37.9404
19,28.3536,26.4005,28.6331,35.3546
15,24.4312,22.1217,24.277,31.5452
13,21.105,18.2337,20.39,27.6825
40,27.6259,22.6885,22.3785,22.6431
31,33.5744,30.9018,33.1687,37.5419
24,34.6235,33.2919,35.4599,41.6816
45,36.5137,32.9539,32.5669,33.0419
34,38.6854,36.8006,39.0959,43.2616
17,34.6305,34.1061,37.1359,45.4003
40,33.358,29.7317,29.0992,30.6151
43,38.0875,34.7929,35.8323,37.4837
56,48.1668,45.6176,45.7786,44.6893
44,49.3597,48.5904,50.9071,53.3055
28,43.4852,43.4018,46.3833,52.4345
45,40.8144,38.0431,37.752,39.0033
18,34.7497,33.884,37.4384,45.9109
38,35.6273,32.6175,31.9172,34.5881
59,42.425,37.8905,37.1418,34.9697
33,45.9059,45.697,49.0041,54.3971
17,37.31,37.1936,39.9393,48.6621
16,25.9488,23.3752,24.4212,32.4342
48,31.5215,25.826,24.1983,23.698
28,36.0068,33.8187,36.5942,42.7015
17,33.2919,32.2142,34.0949,42.7792
45,33.5027,28.7303,27.056,27.8708
30,35.8184,33.2556,35.5102,41.1321
25,35.6707,34.0209,35.2273,42.0719
31,32.4252,29.1044,29.2495,34.1747
23,30.8713,28.1081,29.5475,36.6656
14,27.1686,26.5457,29.1834,36.4099
35,28.5797,25.7062,26.1632,26.9182
59,40.8904,37.3832,36.458,32.9139
32,45.6768,46.1654,49.2771,54.5722
46,46.1264,45.0183,45.9379,46.409
43,43.9881,42.9208,44.2781,46.0194
41,45.4574,44.8344,46.5565,48.8016
58,49.2367,47.3725,47.3576,45.2187
51,52.2988,51.7566,53.4041,53.8875
56,55.0545,54.297,55.6395,54.5295
24,45.6082,46.8654,51.1684,58.3122
32,38.6142,37.7881,39.2327,42.874
52,40.0951,37.1449,36.8288,35.2558
39,44.796,44.2321,46.4461,49.5382
43,46.0235,45.1896,46.6412,48.3075
37,42.7231,41.9939,43.9424,47.1855
26,38.2972,38.0198,40.6078,46.3646
26,33.2322,32.0245,33.7168,38.7272
30,31.9158,29.8796,31.1507,34.8504
45,37.7856,35.0835,35.2388,35.5003
36,41.0973,40.0817,42.0955,45.6103
53,46.502,44.5602,44.627,43.7177
33,44.1605,44.0842,47.0249,51.7912
20,37.3554,37.5052,40.4457,47.7976
32,32.1014,29.8078,30.3845,33.5926
41,35.9003,33.0821,33.6512,35.0374
49,44.0891,42.0291,42.5595,42.7811
60,52.0012,50.2049,50.4873,48.4726
37,50.2303,50.8339,54.1464,58.3613
49,48.8351,47.6765,48.3948,48.8586
45,46.6316,45.5165,47.0379,48.7829
62,52.9836,51.1025,50.9938,48.4891
41,51.2171,51.5372,54.4827,57.8186
42,48.3997,47.9444,49.5903,52.0488
41,43.9868,42.7767,44.0865,46.7113
21,37.8727,37.8281,40.8458,48.475
42,37.2981,34.6156,33.9727,35.4752
38,38.6347,36.4527,37.8136,40.8778
43,43.4793,41.8642,42.5622,44.6692
45,44.8463,43.2305,44.103,45.8608
33,42.971,42.4455,44.6147,49.5419
48,43.9865,41.831,41.575,42.396
37,42.986,41.8796,43.7693,47.7047
31,40.8413,40.0858,41.7103,47.0327
52,42.746,39.7237,38.7425,38.4413
60,50.743,48.3772,48.4436,46.8071
38,50.9429,51.5023,54.4255,58.7787
75,56.8761,54.0371,51.8991,46.4864
45,54.8093,55.3753,58.3894,61.3798
40,51.4609,51.7518,53.7619,57.2658
72,53.4421,50.1575,48.0887,43.4537
76,63.5594,62.1117,62.116,57.3466
65,67.0433,67.8024,69.5001,67.6069
19,50.947,53.8622,59.1492,68.4557
53,45.2852,42.6127,40.2658,40.1954
86,56.1992,51.3714,48.9504,40.88
66,66.7894,67.5224,69.1151,67.4607
39,58.8022,60.893,64.5478,68.8412
62,54.4421,52.5783,51.4008,49.6753
56,54.2496,53.0815,54.0021,54.1348
58,58.2767,58.072,59.141,58.1509
59,58.0221,57.7415,58.6113,57.4748
41,53.3187,54.2129,56.8651,60.2586
60,53.5089,52.3741,52.234,50.054
33,47.8334,48.8211,51.6916,57.0451
26,40.9022,41.4235,43.8292,49.7779
64,43.9738,40.8206,38.7829,34.0886
36,46.9021,47.3833,49.896,54.43
39,46.6274,46.6053,48.2009,51.1096
30,38.8991,38.6352,40.4637,45.321
41,39.8122,38.4771,38.7978,40.4345
52,44.8484,43.0859,42.9751,42.3072
38,46.7197,46.8906,48.9849,52.6658
37,44.1534,43.9688,45.48,48.9254
23,36.5756,36.6223,38.9951,45.6052
36,35.5006,33.8628,34.1266,36.5804
44,39.1727,37.1235,37.3756,38.2467
45,45.0938,44.1074,44.9447,46.4253
53,49.5498,48.4613,48.8174,48.5271
61,54.7569,53.6917,53.923,52.0038
46,54.3587,54.9342,57.2753,59.4971
28,45.8775,46.9095,50.0565,56.2927
50,43.4331,41.543,40.8647,40.6312
48,46.2513,44.9911,45.8499,46.756
44,49.0653,48.8632,50.3626,52.63
38,45.5568,45.3861,47.0518,50.6567
39,43.0342,42.2562,43.2496,46.3047
32,39.9597,39.3717,40.9567,45.6898
46,42.0375,40.1956,39.9596,40.9163
36,42.1804,41.4726,43.1336,47.0678
61,49.4053,47.2093,46.0147,43.6341
51,52.4048,51.9508,53.4081,54.2847
29,47.6646,48.8818,52.1489,58.5106
45,43.3821,41.8854,41.5334,43.0708
46,44.1836,42.5522,43.1387,44.5674
72,55.7451,53.4044,51.939,47.2849
70,63.3892,62.9106,63.4968,60.2041
66,66.2066,66.6968,68.1487,65.8575
70,65.946,65.9023,66.676,63.3119
62,63.9586,64.5277,66.1247,64.9057
47,57.8949,58.9888,61.5248,63.852
55,54.3769,53.7646,54.1672,54.1475
58,54.7665,53.8626,54.2875,53.5976
49,54.5392,54.7123,56.3205,58.0776
51,52.9834,52.5554,53.3013,54.3812
51,51.803,51.1022,51.7977,52.8481
17,41.9978,43.4164,47.1847,56.788
74,48.1593,43.858,39.2232,33.5691
57,54.3053,53.13,54.6492,54.2116
57,60.0783,60.3851,61.511,61.4365
65,59.3548,58.528,58.4802,56.3934
71,63.4877,62.8442,62.8156,59.4436
63,64.1735,64.7268,65.9279,64.7642
54,60.2809,61.0542,62.6643,63.5855
72,61.66,60.4285,59.5181,55.7625
65,63.0955,63.148,63.9517,62.3161
52,60.3606,61.42,63.2656,64.808
52,55.4192,55.3083,55.9749,57.2746
54,53.516,52.6678,52.8651,53.5674
54,54.1134,53.3957,53.7358,54.5052
84,64.0309,62.3025,60.1499,52.918
48,62.271,64.2193,66.8008,69.8705
46,56.5082,57.3,59.544,61.5255
52,50.6115,50.218,50.3152,50.5696
85,62.0618,59.9318,57.3887,49.6571
28,56.1738,59.3598,63.8449,71.8733
34,46.9613,47.634,49.4917,53.8702
48,41.0127,39.3304,38.7183,38.5944
66,52.5082,50.8256,49.5081,46.0034
74,63.5908,62.9032,62.3454,58.003
70,68.0057,68.4013,69.2761,66.3042
51,62.5251,64.0006,66.7182,68.2992
82,65.5689,64.164,62.776,56.0147
42,59.265,61.4604,64.7405,69.0359
53,56.3905,56.5237,57.5772,57.7837
82,60.654,58.5229,56.36,49.3432
62,65.5773,66.6338,68.2245,67.5108
67,66.3736,66.6716,67.8378,65.1282
52,59.8218,60.8828,62.9287,64.2237
50,55.671,56.1697,57.5937,58.9328
41,49.4186,49.8906,51.4841,54.8462
31,43.1042,43.581,45.3271,50.8099
50,43.5502,41.9004,40.9739,40.9891
48,47.1434,46.2886,46.7863,47.9073
62,54.6653,53.6525,53.1264,51.1808
38,51.4639,52.6351,55.2216,59.742
72,56.9111,55.1381,53.2055,48.6758
59,58.8972,59.0195,60.1169,59.5522
83,68.4871,67.5252,66.5542,59.9847
58,65.491,67.0578,69.2735,69.6397
29,53.886,56.3777,60.5625,67.4564
37,42.6819,42.2803,42.4666,46.4274
65,47.4547,44.449,42.3365,38.7567
51,54.0932,54.1455,55.5129,56.7193
59,57.6008,57.4022,57.6641,56.9666
56,56.4531,56.4009,57.1563,57.253
94,68.4594,66.2402,63.5344,54.1879
40,62.4179,65.6652,69.7965,75.0576
40,53.9437,55.0658,57.0524,60.9662
72,52.961,50.171,47.6429,42.9826
60,59.4551,59.4877,60.5043,59.8217
63,62.6378,62.9478,63.5902,62.2898
58,59.8598,60.2413,61.2018,61.1535
56,58.3368,58.629,59.4593,59.8427
57,57.1094,57.0124,57.4526,57.4946
79,63.6238,62.1799,60.6518,55.2059
